Rank,Name,Growth_Rate,Revenue,Industry,Employees,City,State
3912,Source Office Products,0.71,36000000.0,Business Products & Services,119,Golden,CO
3913,MCAD Technologies,0.71,15400000.0,Business Products & Services,36,Lakewood,CO
3914,Tiger Correctional Services,0.71,12100000.0,Government Services,100,Jonesboro,AR
3915,Artisan Partners Asset Management,0.71,505600000.0,Financial Services,273,Milwaukee,WI
3916,The Learning Experience Holding,0.71,28200000.0,Education,70,Boca Raton,FL
3917,Timbuk2 Designs,0.71,29500000.0,Consumer Products & Services,70,San Francisco,CA
3918,Prestige Staffing,0.71,17500000.0,Human Resources,258,Atlanta,GA
3919,Mercury Promotions & Fulfillment,0.71,18700000.0,Advertising & Marketing,50,Sterling Heights,MI
3920,Burwood Group,0.7,60600000.0,IT Services,90,Chicago,IL
3921,Granite Telecommunications,0.7,736200000.0,Telecommunications,1000,Quincy,MA
3922,Atrend,0.7,3900000.0,Manufacturing,24,Elk Grove Village,IL
3923,XML Financial Group,0.7,2400000.0,Financial Services,14,Rockville,MD
3924,Finger Lakes Technologies Group,0.7,23100000.0,Telecommunications,105,Victor,NY
3925,Sinu,0.7,3000000.0,IT Services,25,New York,NY
3926,ISGN,0.7,78200000.0,Real Estate,1642,Palm Bay,FL
3927,Parallel Path,0.7,2100000.0,Advertising & Marketing,22,Boulder,CO
3928,Tellennium,0.7,20000000.0,Telecommunications,19,Louisville,KY
3929,Outer Banks Blue Realty Services,0.7,3600000.0,Travel & Hospitality,150,Kitty Hawk,NC
3930,Liberty Personnel Services,0.7,8200000.0,Human Resources,50,King of Prussia,PA
3931,Intermarkets,0.7,21800000.0,Advertising & Marketing,45,Reston,VA
3932,Strata Decision Technology,0.7,17500000.0,Software,90,Chicago,IL
3933,iCIMS,0.7,37400000.0,Software,234,Matawan,NJ
3934,ProtoType Industries,0.7,11400000.0,Engineering,29,Santa Monica,CA
3935,AAJ Technologies,0.7,9000000.0,IT Services,155,Fort Lauderdale,FL
3936,Fields,0.7,15300000.0,Construction,60,Canton,GA
3937,Element Payment Services,0.7,34200000.0,Software,87,Chandler,AZ
3938,RandA Solutions,0.7,8200000.0,Education,51,Franklin,TN
3939,TeamBonding,0.7,3100000.0,Business Products & Services,15,"Stoughton, MA",MA
3940,CellTrust,0.7,4900000.0,Software,38,Scottsdale,AZ
3941,Expo Logic,0.7,2400000.0,Business Products & Services,18,East Norriton,PA
3942,BuyCastings.com,0.7,5900000.0,Engineering,11,Miamisburg,OH
3943,Gersh Academy,0.7,8600000.0,Education,51,Huntington,NY
3944,SwipeClock,0.7,6400000.0,Business Products & Services,32,South Jordan,UT
3945,Sportsheets International,0.7,9600000.0,Consumer Products & Services,35,Huntington Beach,CA
3946,The Daniel Group,0.7,2200000.0,Business Products & Services,52,Charlotte,NC
3947,Smart Destinations,0.7,31100000.0,Travel & Hospitality,32,Boston,MA
3948,Varel International,0.7,340100000.0,Energy,1247,Carrollton,TX
3949,Celergo,0.7,18900000.0,Business Products & Services,101,Deerfield,IL
3950,Pennant Sports,0.7,3000000.0,Consumer Products & Services,10,BIRMINGHAM,AL
3951,Quality Float Works,0.7,3000000.0,Manufacturing,24,Schaumburg,IL
3952,Foodmix Marketing Communications,0.69,9200000.0,Advertising & Marketing,35,Elmhurst,IL
3953,Kidder Mathews,0.69,81800000.0,Real Estate,451,Seattle,WA
3954,Link Technologies,0.69,10800000.0,IT Services,103,Las Vegas,NV
3955,Allen Edmonds,0.69,122000000.0,Retail,925,Port Washington,WI
3956,WTWH Media,0.69,5900000.0,Media,32,Cleveland,OH
3957,VeriStor,0.69,48700000.0,IT Services,54,Duluth,GA
3958,Arthur Rubber Company,0.69,3700000.0,Manufacturing,17,Memphis,TN
3959,Miyamoto International,0.69,15100000.0,Engineering,150,West Sacramento,CA
3960,Headwind Consumer Products,0.69,2000000.0,Consumer Products & Services,9,Syracuse,NE
3961,Healthscan Imaging,0.69,5100000.0,Health,52,Montgomery,AL
3962,Topson Downs of California,0.69,398600000.0,Manufacturing,346,Culver City,CA
3963,Dealer Product Services,0.69,19200000.0,Advertising & Marketing,150,Long Grove,IL
3964,Website Pipeline,0.69,3500000.0,Software,26,Greenville,SC
3965,Productivity Associates,0.69,5100000.0,Business Products & Services,107,San Diego,CA
3966,Burnham Benefits Insurance Services,0.69,11200000.0,Insurance,42,Irvine,CA
3967,Absolute Concrete Construction,0.69,21300000.0,Construction,115,Slater,IA
3968,On Call International,0.69,45100000.0,Health,85,Salem,NH
3969,AB Data,0.69,76500000.0,Advertising & Marketing,273,Milwaukee,WI
3970,Nexus Direct,0.69,10200000.0,Advertising & Marketing,31,Virginia Beach,VA
3971,Stringfellow Technology Group,0.69,2000000.0,IT Services,17,Nashville,TN
3972,MedRisk,0.69,184400000.0,Insurance,321,King of Prussia,PA
3973,Apple Bus Company,0.68,21600000.0,Logistics & Transportation,1000,Cleveland,MO
3974,Solar Innovations,0.68,17400000.0,Construction,124,Pine Grove,PA
3975,Supreme Lending,0.68,117800000.0,Financial Services,704,Dallas,TX
3976,United Technology Group,0.68,8800000.0,IT Services,32,Suwanee,GA
3977,BlueWater Technologies,0.68,59100000.0,Media,166,Southfield,MI
3978,SSEC,0.68,80400000.0,Manufacturing,,Horsham,PA
3979,New Glarus Brewing,0.68,31400000.0,Food & Beverage,80,New Glarus,WI
3980,Network9,0.68,3900000.0,Telecommunications,26,Dublin,OH
3981,IronMountain Solutions,0.68,2900000.0,Government Services,21,Huntsville,AL
3982,Functional Pathways,0.68,72500000.0,Health,2713,Knoxville,TN
3983,Statewide Remodeling,0.68,33400000.0,Construction,124,DFW Airport,TX
3984,V.L.S Systems,0.68,29100000.0,IT Services,143,Chantilly,VA
3985,MyOffice,0.68,11000000.0,Business Products & Services,110,San Diego,CA
3986,STEMTech International,0.68,58100000.0,Consumer Products & Services,143,San Clemente,CA
3987,AnswerFirst Communications,0.68,2900000.0,Business Products & Services,75,Tampa,FL
3988,3i People,0.68,11400000.0,IT Services,110,Alpharetta,GA
3989,Spring Works Utah,0.68,2800000.0,Manufacturing,22,Woods Cross,UT
3990,Puzzled,0.68,3100000.0,Consumer Products & Services,17,Agoura Hills,CA
3991,HealthLink Dimensions,0.68,3500000.0,Business Products & Services,12,Atlanta,GA
3992,LetterLogic,0.68,25600000.0,Business Products & Services,41,Nashville,TN
3993,Centerline Solutions,0.68,14100000.0,Telecommunications,88,Golden,CO
3994,R&B Company,0.68,63700000.0,Construction,90,San Jose,CA
3995,Quality Services Moving,0.68,9300000.0,Logistics & Transportation,113,Lorton,VA
3996,Cetrom,0.68,12500000.0,IT Services,25,Vienna,VA
3997,KeyLogic,0.68,27100000.0,IT Services,171,Morgantown,WV
3998,Capriotti's Sandwich Shop,0.68,55000000.0,Food & Beverage,21,Las Vegas,NV
3999,CentrexIT,0.68,2800000.0,IT Services,17,San Diego,CA
4000,Send Word Now,0.67,16600000.0,Telecommunications,59,New York,NY
4001,Ameri-Kleen,0.67,18400000.0,Business Products & Services,613,Watsonville,CA
4002,Fast Trac Transportation,0.67,23700000.0,Logistics & Transportation,44,Houston,TX
4003,Ovation Travel Group,0.67,58600000.0,Travel & Hospitality,509,New York,NY
4004,Southridge Technology Group,0.67,2700000.0,IT Services,12,Brookfield,CT
4005,Flashing Blinky Lights,0.67,9200000.0,Consumer Products & Services,35,Sun Valley,CA
4006,Hydra-Power Systems,0.67,40800000.0,Manufacturing,95,Portland,OR
4007,Spear Physical Therapy,0.67,5200000.0,Health,40,New York,NY
4008,Nutricap Labs,0.67,30000000.0,Health,45,Farmingdale,NY
4009,Schumacher Group,0.67,613000000.0,Health,1945,Lafayette,LA
4010,Evolve Media,0.67,99000000.0,Advertising & Marketing,348,Los Angeles,CA
4011,Excella Consulting,0.67,21900000.0,IT Services,106,Arlington,VA
4012,Delta Disaster Services,0.67,7200000.0,Construction,27,Arvada,CO
4013,Business Information Technology Solutions,0.67,6500000.0,IT Services,30,Alexandria,VA
4014,LimoLink,0.67,47200000.0,Logistics & Transportation,150,Marion,IA
4015,Operational Intelligence,0.67,10900000.0,Government Services,70,Warrenton,VA
4016,Pragmatic Marketing,0.67,11800000.0,Business Products & Services,29,Scottsdale,AZ
4017,Bremen Castings,0.67,51500000.0,Manufacturing,256,Bremen,IN
4018,Sword & Shield Enterprise Security,0.67,123000000.0,Security,40,Knoxville,TN
4019,Emplicity,0.67,135600000.0,Human Resources,2414,Irvine,CA
4020,Prosek Partners,0.67,15000000.0,Advertising & Marketing,62,Fairfield,CT
4021,ECOM Consulting,0.67,9400000.0,IT Services,102,Plano,TX
4022,Griffin & Associates,0.67,2000000.0,Advertising & Marketing,10,Albuquerque,NM
4023,Moog Music,0.67,10000000.0,Manufacturing,50,asheville,NC
4024,Feeney Wireless,0.67,23000000.0,Telecommunications,83,Eugene,OR
4025,TBL Networks,0.67,13200000.0,IT Services,23,Richmond,VA
4026,WPromote,0.66,13900000.0,Advertising & Marketing,85,El Segundo,CA
4027,PatioShoppers.com,0.66,7200000.0,Retail,16,Murrieta,CA
4028,CPO Commerce,0.66,68600000.0,Retail,100,Pasadena,CA
4029,Veracity Solutions,0.66,7300000.0,Software,55,Salt Lake City,UT
4030,RemitDATA,0.66,10300000.0,Health,57,Memphis,TN
4031,CompuCure,0.66,4200000.0,IT Services,26,New Orleans,LA
4032,PlanetOne Communications,0.66,11500000.0,Telecommunications,13,Scottsdale,AZ
4033,Kiki,0.66,2400000.0,Retail,10,Lafayette,LA
4034,Northern Manufacturing,0.66,28500000.0,Manufacturing,156,Oak Harbor,OH
4035,Clarity Consulting,0.66,15500000.0,IT Services,78,Chicago,IL
4036,Be Found Online,0.66,2700000.0,Advertising & Marketing,25,Chicago,IL
4037,ForeSite Technologies,0.66,2500000.0,IT Services,22,East Hartford,CT
4038,Prime Technological Services,0.66,21200000.0,Manufacturing,72,Suwanee,GA
4039,Empire Office,0.66,349600000.0,Business Products & Services,345,New York,NY
4040,Open Access Technology International,0.66,62600000.0,Energy,342,Minneapolis,MN
4041,Emerald Data Solutions,0.66,4000000.0,Software,19,Marietta,GA
4042,Kobie Marketing,0.66,17200000.0,Advertising & Marketing,85,Saint Petersburg,FL
4043,Intelligent Access Systems,0.66,16700000.0,Security,65,Garner,NC
4044,HuHot Mongolian Grills,0.66,2900000.0,Food & Beverage,1610,Missoula,MT
4045,Red Door Interactive,0.66,17400000.0,Advertising & Marketing,61,San Diego,CA
4046,Discovery Outsourcing,0.66,43000000.0,Human Resources,27,Greenwood Village,CO
4047,PCD Group,0.66,3700000.0,Advertising & Marketing,15,Portland,OR
4048,Image Locations,0.66,5900000.0,Media,28,Beverly Hills,CA
4049,MorganFranklin,0.66,86400000.0,Business Products & Services,430,McLean,VA
4050,Quality Project Management,0.66,15300000.0,Business Products & Services,89,Tempe,AZ
4051,SysLogic,0.65,7200000.0,IT Services,61,Brookfield,WI
4052,Kum & Go,0.65,2800000000.0,Retail,4589,West Des Moines,IA
4053,Asset Protection Associates,0.65,10100000.0,Security,140,Alpharetta,GA
4054,BUMI,0.65,2300000.0,IT Services,8,New York,NY
4055,Horn Plastics,0.65,6000000.0,Manufacturing,25,Fargo,ND
4056,Empire Construction & Painting,0.65,23000000.0,Construction,909,Irvine,CA
4057,Genesis Today,0.65,70900000.0,Consumer Products & Services,93,Austin,TX
4058,Transit Systems,0.65,5200000.0,Logistics & Transportation,15,Wayne,PA
4059,Hollister,0.65,27000000.0,Human Resources,60,Boston,MA
4060,Sterling Staffing,0.65,40700000.0,Engineering,1098,Elmhurst,IL
4061,Global Office Solutions,0.65,10200000.0,Business Products & Services,20,Novi,MI
4062,Abacus Wealth Partners,0.65,6400000.0,Financial Services,28,Santa Monica,CA
4063,CGR Products,0.65,21800000.0,Manufacturing,122,Greensboro,NC
4064,Hiregy,0.65,6100000.0,Human Resources,596,Tampa,FL
4065,Assets International,0.65,2100000.0,Financial Services,15,Southfield,MI
4066,ChannelInsight,0.65,8600000.0,Software,100,Denver,CO
4067,Modern Technology Solutions,0.65,105000000.0,Government Services,539,Alexandria,VA
4068,Novus Biologicals,0.65,17900000.0,Health,55,Littleton,CO
4069,Talon Professional Services,0.65,17200000.0,Human Resources,152,Princeton,NJ
4070,DesignSensory,0.65,2000000.0,Advertising & Marketing,21,Knoxville,TN
4071,"Arona (Des Moines, IA)",0.65,57600000.0,Retail,392,Des Moines,IA
4072,CompuGain,0.65,32800000.0,Business Products & Services,207,Herndon,VA
4073,Arborwell,0.65,17800000.0,Environmental Services,143,Hayward,CA
4074,Effective Training Associates,0.65,3700000.0,Education,7,San Jose,CA
4075,Capitol Auto Group,0.65,148400000.0,Retail,230,Salem,OR
4076,Pro Mach,0.65,347400000.0,Manufacturing,1333,Loveland,OH
4077,Product Support Solutions,0.65,16900000.0,Telecommunications,50,Dublin,CA
4078,Peachtree Tents & Events,0.65,4300000.0,Business Products & Services,40,Atlanta,GA
4079,Techcess Group,0.65,5800000.0,IT Services,45,Houston,TX
4080,Logical Systems,0.65,33900000.0,Engineering,150,Bartlett,TN
4081,All American Swim Supply,0.65,4300000.0,Retail,40,Florence,AL
4082,1-Stop Translation USA,0.65,2300000.0,Business Products & Services,10,Los Angeles,CA
4083,US-Analytics,0.65,12400000.0,IT Services,42,Irving,TX
4084,Fantastic Sams Hair Salons,0.65,15000000.0,Retail,170,Beverly,MA
4085,I&I Software,0.65,8200000.0,IT Services,75,Bethlehem,PA
4086,Bader Rutter,0.65,37000000.0,Advertising & Marketing,244,Brookfield,WI
4087,Projility,0.65,4100000.0,Government Services,13,Reston,VA
4088,Merritt Group,0.65,9200000.0,Advertising & Marketing,40,Reston,VA
4089,Polsinelli,0.64,275500000.0,Business Products & Services,573,Kansas City,MO
4090,InterSys Consulting,0.64,9000000.0,IT Services,45,Austin,TX
4091,Fortis Energy Services,0.64,15000000.0,Energy,90,Bloomfield Hills,MI
4092,Other World Computing,0.64,96100000.0,Computer Hardware,154,Woodstock,IL
4093,Advanced BioEnergy,0.64,584800000.0,Energy,75,Bloomington,MN
4094,MicroTech,0.64,304500000.0,Government Services,359,Tysons Corner,VA
4095,Portfolio Solutions,0.64,2800000.0,Financial Services,20,Troy,MI
4096,Health Systems International,0.64,49200000.0,Health,176,Indianapolis,IN
4097,Manufacturing Technical Solutions,0.64,16200000.0,Government Services,116,Huntsville,AL
4098,90octane,0.64,4500000.0,Advertising & Marketing,47,Denver,CO
4099,College Prowler,0.64,2800000.0,Education,17,Pittsburgh,PA
4100,RehabMart.com,0.64,2600000.0,Health,12,Elberton,GA
4101,Deluvia,0.64,3800000.0,Retail,710,Clearwater,FL
4102,AMP Agency,0.64,28700000.0,Advertising & Marketing,92,Boston,MA
4103,Accurate Lubricants & Metalworking Fluids,0.64,21100000.0,Manufacturing,38,Dayton,OH
4104,Onrad,0.64,16900000.0,Health,76,Riverside,CA
4105,Dr. Shrink,0.64,18600000.0,Business Products & Services,16,Manistee,MI
4106,UCS,0.64,5100000.0,Construction,97,Austin,TX
4107,Labor Relations Institute,0.64,6500000.0,Human Resources,15,Broken Arrow,OK
4108,First Hospitality Group,0.64,243500000.0,Travel & Hospitality,3921,Rosemont,IL
4109,VitalSmarts,0.64,41400000.0,Business Products & Services,105,Provo,UT
4110,Southern Rewinding,0.64,9500000.0,Consumer Products & Services,73,Columbus,GA
4111,Envision Capital Group,0.64,11200000.0,Financial Services,12,Laguna Hills,CA
4112,Carolinas Home Medical Equipment,0.64,3300000.0,Health,,Matthews,NC
4113,AFS,0.64,41100000.0,Logistics & Transportation,175,Shreveport,LA
4114,HealthSource,0.64,10200000.0,Health,20,Avon,OH
4115,Wunderlich Securities,0.64,99300000.0,Financial Services,439,Memphis,TN
4116,Seacomp,0.64,11700000.0,Manufacturing,20,Carlsbad,CA
4117,NorthPoint,0.64,27300000.0,Business Products & Services,144,New York,NY
4118,CTL Engineering,0.64,32300000.0,Engineering,276,Columbus,OH
4119,Wintellect,0.64,9600000.0,IT Services,30,Knoxville,TN
4120,WageWorks,0.63,177300000.0,Human Resources,981,San Mateo,CA
4121,PreCheck,0.63,17700000.0,Health,156,Houston,TX
4122,SBC,0.63,2400000.0,Business Products & Services,12,San Diego,CA
4123,Column5 Consulting,0.63,18300000.0,IT Services,123,Scottsdale,AZ
4124,TurnKey Corrections,0.63,8200000.0,Financial Services,125,Hudson,WI
4125,Millennium Tours,0.63,3700000.0,Travel & Hospitality,5,Austin,TX
4126,TriNet HR,0.63,269000000.0,Human Resources,1401,San Leandro,CA
4127,Relay Express,0.63,20200000.0,Logistics & Transportation,48,Fairfield,OH
4128,Cvision Technologies,0.63,5200000.0,Software,28,Forest Hills,NY
4129,All Star Vacation Homes,0.63,15200000.0,Travel & Hospitality,70,Celebration,FL
4130,Cadeci International,0.63,17500000.0,Construction,9,Wellington,FL
4131,Veracity Networks,0.63,30300000.0,Telecommunications,129,Provo,UT
4132,Cafe Yumm!,0.63,13900000.0,Food & Beverage,235,Eugene,OR
4133,Sobel Westex,0.63,119700000.0,Business Products & Services,99,Las Vegas,NV
4134,Collabera,0.63,456100000.0,IT Services,7000,Morristown,NJ
4135,"Skyline Exhibits & Events (Dallas/Fort Worth, TX)",0.63,7800000.0,Advertising & Marketing,29,Grand Prairie,TX
4136,Warehouse of Fixtures,0.63,3200000.0,Business Products & Services,17,St. Louis,MO
4137,Endsight,0.63,8500000.0,IT Services,57,Berkeley,CA
4138,U.S. Textiles,0.63,7500000.0,Business Products & Services,6,Merriam,KS
4139,Levrose Commercial Real Estate,0.63,3400000.0,Real Estate,22,Scottsdale,AZ
4140,Cornerstone Staffing Solutions,0.63,96000000.0,Human Resources,13071,Pleasanton,CA
4141,US Storage Search,0.63,3200000.0,Logistics & Transportation,71,Omaha,NE
4142,Mach 1 Global Services,0.63,98400000.0,Logistics & Transportation,230,Tempe,AZ
4143,Caring Senior Service,0.63,21300000.0,Health,17,San Antonio,TX
4144,FRSTeam,0.63,2500000.0,Business Products & Services,11,Hayward,CA
4145,B&R Business Solutions,0.63,2100000.0,IT Services,11,Colts Neck,NJ
4146,Four Sales,0.63,2100000.0,Retail,46,Alexandria,VA
4147,Optimum Employer Solutions,0.63,5500000.0,Human Resources,10,newport beach,CA
4148,Newcastle Construction,0.63,19400000.0,Construction,11,Bessemer,AL
4149,Proliant,0.63,11500000.0,Human Resources,85,Atlanta,GA
4150,GlowTouch Technologies,0.63,10400000.0,IT Services,1000,Louisville,KY
4151,MidDel Consulting,0.63,5200000.0,Business Products & Services,9,St. Louis Park,MN
4152,Meltwater Group,0.63,124500000.0,Software,805,San Francisco,CA
4153,Everyday Health,0.62,146400000.0,Media,602,New York,NY
4154,Business Communications Management,0.62,10900000.0,Telecommunications,21,New York,NY
4155,Alliant National Title Insurance,0.62,67800000.0,Insurance,30,Longmont,CO
4156,Community Impact Newspaper,0.62,9700000.0,Media,83,Pflugerville,TX
4157,EC Concrete,0.62,4600000.0,Construction,44,Jacksonville Beach,FL
4158,Edulence,0.62,2000000.0,Software,15,New York,NY
4159,SmartPrice Sales,0.62,11000000.0,Food & Beverage,7,Northbrook,IL
4160,Vision Graphics,0.62,22000000.0,Advertising & Marketing,127,Loveland,CO
4161,Cahaba Media Group,0.62,5100000.0,Media,25,Birmingham,AL
4162,JR Products,0.62,4900000.0,Manufacturing,30,Clarence Center,NY
4163,Gimmal,0.62,21100000.0,Software,103,Houston,TX
4164,BCDVideo,0.62,28900000.0,Computer Hardware,26,Northbrook,IL
4165,AppRiver,0.62,37000000.0,IT Services,164,Gulf Breeze,FL
4166,Motivators.com,0.62,13200000.0,Advertising & Marketing,55,westbury,NY
4167,Mortgage Master,0.62,159700000.0,Financial Services,705,Walpole,MA
4168,Preferred Brands International,0.62,39900000.0,Food & Beverage,23,Stamford,CT
4169,Binary Tree,0.62,21100000.0,Software,73,Newark,NJ
4170,Creative Environment Solutions,0.62,5300000.0,Environmental Services,60,New York,NY
4171,Chicago Oakbrook Financial Group,0.62,2900000.0,Financial Services,12,Oak Brook,IL
4172,RTI Laboratories,0.62,5900000.0,Environmental Services,65,Livonia,MI
4173,Search Technologies,0.62,17400000.0,IT Services,89,Herndon,VA
4174,New Horizon Communications,0.62,41900000.0,Telecommunications,47,Lexington,MA
4175,Cali Bamboo,0.62,14600000.0,Consumer Products & Services,24,San Diego,CA
4176,Proforma Graphic Services,0.62,6800000.0,Advertising & Marketing,19,Columbus,OH
4177,Infinity Systems Engineering,0.62,19500000.0,Government Services,83,Colorado Springs,CO
4178,Control4,0.62,109500000.0,Software,333,Salt Lake City,UT
4179,Contact Solutions,0.62,52500000.0,IT Services,145,Reston,VA
4180,Russo's New York Pizzeria,0.61,25400000.0,Business Products & Services,160,Houston,TX
4181,WorkSmart,0.61,5600000.0,IT Services,36,Durham,NC
4182,Ventera,0.61,24000000.0,IT Services,166,Reston,VA
4183,American Technology Services,0.61,8300000.0,IT Services,57,Fairfax,VA
4184,Regenesis Biomedical,0.61,17300000.0,Health,78,Scottsdale,AZ
4185,Black Elk Energy,0.61,304500000.0,Energy,168,Houston,TX
4186,"Johnson, Scannell & Associates",0.61,4000000.0,Financial Services,10,Bellevue,WA
4187,KRT Marketing,0.61,10500000.0,Advertising & Marketing,18,Lafayette,CA
4188,Clinical Resources,0.61,7000000.0,Human Resources,15,Atlanta,GA
4189,Digital Prospectors,0.61,28400000.0,IT Services,136,Exeter,NH
4190,Crockett Homes,0.61,2600000.0,Construction,5,Canton,OH
4191,Weld PowerService Company,0.61,2900000.0,Energy,23,Auburn,MA
4192,National Charity Services,0.61,3300000.0,Business Products & Services,14,Washington,DC
4193,Bonitas International,0.61,2500000.0,Consumer Products & Services,15,Newbury,OH
4194,The Online 401(k),0.61,8200000.0,Financial Services,49,San Francisco,CA
4195,Bach to Rock,0.61,4300000.0,Education,143,Bethesda,MD
4196,Zinncorp,0.61,3800000.0,IT Services,8,Minneapolis,MN
4197,MD Orthopaedics,0.61,6800000.0,Health,24,Wayland,IA
4198,RFIP,0.61,9800000.0,Telecommunications,38,Oklahoma City,OK
4199,Nordis Direct,0.61,12600000.0,Advertising & Marketing,78,Coral Springs,FL
4200,JDA,0.61,9400000.0,Advertising & Marketing,24,St. Simons Island,GA
4201,LSS Life Safety Services,0.61,4700000.0,Business Products & Services,65,Louisville,KY
4202,Adaptive Solutions,0.61,8200000.0,IT Services,47,Norristown,PA
4203,Western International Securities,0.61,47700000.0,Financial Services,28,Pasadena,CA
4204,SocialWellth,0.61,10200000.0,Health,29,Las Vegas,NV
4205,Security Card Services,0.61,10500000.0,Financial Services,33,"Oxford,",MS
4206,Cenero,0.61,19700000.0,Business Products & Services,63,Malvern,PA
4207,Paycor,0.61,91300000.0,Business Products & Services,650,Cincinnati,OH
4208,Fierce,0.61,6000000.0,Business Products & Services,21,Seattle,WA
4209,Sonic Promos,0.61,2500000.0,Advertising & Marketing,12,Gaithersburg,MD
4210,MTBC,0.61,10400000.0,Health,964,Somerset,NJ
4211,Central Office Systems,0.61,5700000.0,Business Products & Services,30,Waukesha,WI
4212,Freightquote,0.61,573800000.0,Logistics & Transportation,1125,Kansas City,MO
4213,SignUp4,0.6,6600000.0,Software,60,Atlanta,GA
4214,American International Construction,0.6,5200000.0,Construction,37,Berea,OH
4215,InVision Communications,0.6,41000000.0,Advertising & Marketing,87,Walnut Creek,CA
4216,Lessing-Flynn Advertising,0.6,4500000.0,Advertising & Marketing,16,Des Moines,IA
4217,AccountNow,0.6,55000000.0,Financial Services,160,San Ramon,CA
4218,Spectrum Technologies,0.6,8900000.0,Manufacturing,29,Aurora,IL
4219,Workwell Occupational Medicine,0.6,4900000.0,Health,42,Longmont,CO
4220,SA Photonics,0.6,8200000.0,Engineering,35,Los Gatos,CA
4221,Pursuant,0.6,20500000.0,Business Products & Services,145,Dallas,TX
4222,V12 Group,0.6,22700000.0,Advertising & Marketing,82,Red Bank,NJ
4223,AmeriCollect,0.6,8200000.0,Business Products & Services,124,Manitowoc,WI
4224,Fragomen,0.6,346500000.0,Business Products & Services,404,New York,NY
4225,Boloco,0.6,22500000.0,Food & Beverage,381,Boston,MA
4226,Polymer Technology Systems,0.6,24900000.0,Health,92,Indianapolis,IN
4227,TTS,0.6,396500000.0,Logistics & Transportation,97,Frisco,TX
4228,Pro Floors,0.6,12700000.0,Construction,22,Atlanta,GA
4229,A3 Communications,0.6,8600000.0,IT Services,34,Irmo,SC
4230,Client Command,0.6,5500000.0,Advertising & Marketing,15,Cumming,GA
4231,Petersen,0.6,105000000.0,Manufacturing,465,Ogden,UT
4232,Xcentric,0.6,7100000.0,IT Services,60,Alpharetta,GA
4233,Tom Ferry - YourCoach.com,0.6,7700000.0,Business Products & Services,44,Irvine,CA
4234,Southeast Restoration Group,0.6,12500000.0,Construction,43,Canton,GA
4235,Builder Homesite,0.6,29500000.0,Advertising & Marketing,216,Austin,TX
4236,Pro Teck Valuation Services,0.6,52700000.0,Real Estate,215,Waltham,MA
4237,Atlas Research,0.6,6500000.0,Business Products & Services,40,Washington,DC
4238,Kineticom,0.6,46400000.0,Telecommunications,46,San Diego,CA
4239,Team Services,0.6,4300000.0,Business Products & Services,63,Sussex,NJ
4240,Koala Tee,0.6,2800000.0,Business Products & Services,25,Sarasota,FL
4241,Idera,0.6,34900000.0,Software,191,Houston,TX
4242,Fishbowl Solutions,0.59,6200000.0,Business Products & Services,38,St Louis Park,MN
4243,Americaneagle.com,0.59,27400000.0,Business Products & Services,220,Des Plaines,IL
4244,Satisfyd,0.59,4400000.0,Software,10,Naperville,IL
4245,Computer Resources of America,0.59,7700000.0,IT Services,47,New York,NY
4246,American Tire Distributors,0.59,3500000000.0,Consumer Products & Services,3341,Huntersville,NC
4247,Nyhus Communications,0.59,4300000.0,Advertising & Marketing,18,Seattle,WA
4248,Universal Language Service,0.59,6100000.0,Business Products & Services,25,Bellevue,WA
4249,The Caprock Group,0.59,5700000.0,Financial Services,21,Boise,ID
4250,NiCoForm,0.59,2100000.0,Manufacturing,16,Rochester,NY
4251,Stimulant,0.59,2500000.0,Software,11,San Francisco,CA
4252,Waukesha Metal Products,0.59,28500000.0,Manufacturing,122,Sussex,WI
4253,Covenant Eyes,0.59,7500000.0,Software,90,Owosso,MI
4254,Torrey Hills Technologies,0.59,3500000.0,Manufacturing,45,San Diego,CA
4255,Environmental Holdings Group,0.59,14900000.0,Environmental Services,92,Morrisville,NC
4256,Decision Strategies International,0.59,10200000.0,Business Products & Services,23,Conshohocken,PA
4257,GolfTec Enterprises,0.59,21000000.0,Consumer Products & Services,237,Centennial,CO
4258,Austin Manufacturing Services,0.59,23200000.0,Manufacturing,95,Austin,TX
4259,Pen-Link,0.59,23300000.0,Software,67,Lincoln,NE
4260,Premier Mushrooms,0.58,18200000.0,Food & Beverage,175,Colusa,CA
4261,SignaPay,0.58,15900000.0,Financial Services,31,Irving,TX
4262,M&S Technologies,0.58,28300000.0,IT Services,29,Dallas,TX
4263,Brailsford & Dunlavey,0.58,16800000.0,Construction,92,Washington,DC
4264,Apex Information Technologies,0.58,38300000.0,Business Products & Services,78,St. Paul,MN
4265,Carrillo Business Technologies,0.58,63100000.0,IT Services,27,Westminster,CA
4266,PlattForm Advertising,0.58,145700000.0,Education,550,Lenexa,KS
4267,Ascential Service,0.58,26100000.0,Construction,79,Racine,WI
4268,NovaCopy,0.58,45400000.0,Business Products & Services,183,Nashville,TN
4269,352 Media Group,0.58,6200000.0,Advertising & Marketing,58,Newberry,FL
4270,Smashing Ideas,0.58,10300000.0,Advertising & Marketing,75,Seattle,WA
4271,USA ePay,0.58,5600000.0,Financial Services,38,Los Angeles,CA
4272,Response Mine Interactive,0.58,13700000.0,Advertising & Marketing,87,Atlanta,GA
4273,iLeads.com,0.58,2800000.0,Advertising & Marketing,18,Newport Beach,CA
