Site,Date,EnteroCount,FourDayRainTotal,SampleCount
Stony Point mid-channel,6/16/2010,<10,0,44
Stony Point mid-channel,7/22/2010,10,1.5,44
Stony Point mid-channel,8/18/2010,<10,0.5,44
Stony Point mid-channel,9/11/2012,<10,1.4,44
Stony Point mid-channel,8/14/2012,<10,0,44
Stony Point mid-channel,10/17/2013,<10,0,44
Stony Point mid-channel,10/20/2009,31,0,44
Stony Point mid-channel,9/19/2013,<10,0,44
Stony Point mid-channel,7/18/2011,<10,0,44
Stony Point mid-channel,8/17/2011,10,3.4,44
Stony Point mid-channel,8/15/2013,30,1.1,44
Furnace Brook,6/16/2010,10,0,48
Furnace Brook,9/19/2013,10,0,48
Furnace Brook,10/17/2013,52,0,48
Furnace Brook,7/18/2013,31,0,48
Furnace Brook,5/30/2013,<10,0.4,48
Furnace Brook,7/22/2010,132,1.5,48
Furnace Brook,8/18/2010,<10,0.5,48
Furnace Brook,9/12/2010,<10,0,48
Furnace Brook,10/13/2010,<10,0.3,48
Furnace Brook,5/17/2011,2481,2,48
Furnace Brook,6/28/2011,<10,0,48
Furnace Brook,7/18/2011,<10,0,48
Furnace Brook,8/17/2011,<10,3.4,48
Furnace Brook,9/15/2011,4106,0,48
Furnace Brook,10/20/2011,160,0.1,48
Furnace Brook,5/16/2012,<10,0.6,48
Furnace Brook,6/12/2012,63,0.5,48
Furnace Brook,7/17/2012,10,0.2,48
Furnace Brook,8/14/2012,41,0,48
Furnace Brook,9/11/2012,10,1.4,48
Furnace Brook,10/11/2012,52,0.1,48
Furnace Brook,8/15/2013,20,1.1,48
Furnace Brook,5/22/2010,<10,0,48
Furnace Brook,10/20/2009,<10,0,48
Furnace Brook,9/15/2009,<10,0,48
Furnace Brook,7/29/2009,31,0.8,48
Furnace Brook,6/23/2009,<10,0.7,48
Furnace Brook,6/8/2009,<10,0.8,48
Furnace Brook,5/13/2009,6,0,48
Furnace Brook,10/21/2008,<10,0,48
Furnace Brook,9/23/2008,<10,0,48
Furnace Brook,8/21/2008,<10,0,48
Furnace Brook,7/15/2008,45,1.1,48
Furnace Brook,6/25/2008,337,0.1,48
Furnace Brook,6/16/2008,185,1.7,48
Furnace Brook,5/20/2008,41,0.3,48
Furnace Brook,9/9/2007,19,0,48
Furnace Brook,8/23/2007,19,1.4,48
Furnace Brook,7/16/2007,8,0,48
Furnace Brook,6/28/2007,10,0.7,48
Furnace Brook,5/21/2007,11,0.2,48
Furnace Brook,4/25/2007,29,0,48
Furnace Brook,12/6/2006,50,0,48
Furnace Brook,10/20/2006,34,1.6,48
Furnace Brook,9/19/2006,28,0,48
Furnace Brook,8/21/2009,10,0,48
Furnace Brook,6/20/2013,74,0.5,48
Furnace Brook,6/20/2007,6,0.4,48
Cedar Pond Brook,6/28/2007,283,0.7,47
Cedar Pond Brook,8/21/2009,41,0,47
Cedar Pond Brook,7/29/2009,<10,0.8,47
Cedar Pond Brook,6/23/2009,<10,0.7,47
Cedar Pond Brook,6/8/2009,<10,0.8,47
Cedar Pond Brook,5/13/2009,8,0,47
Cedar Pond Brook,10/21/2008,10,0,47
Cedar Pond Brook,9/23/2008,<10,0,47
Cedar Pond Brook,8/21/2008,<10,0,47
Cedar Pond Brook,7/15/2008,122,1.1,47
Cedar Pond Brook,6/25/2008,22,0.1,47
Cedar Pond Brook,6/16/2008,214,1.7,47
Cedar Pond Brook,5/20/2008,6,0.6,47
Cedar Pond Brook,9/9/2007,30,0,47
Cedar Pond Brook,8/23/2007,194,1.4,47
Cedar Pond Brook,7/16/2007,28,0,47
Cedar Pond Brook,10/20/2009,10,0,47
Cedar Pond Brook,6/20/2007,16,0.4,47
Cedar Pond Brook,5/21/2007,7,0.2,47
Cedar Pond Brook,4/25/2007,33,0,47
Cedar Pond Brook,12/6/2006,75,0,47
Cedar Pond Brook,10/20/2006,126,1.6,47
Cedar Pond Brook,8/15/2013,10,1.1,47
Cedar Pond Brook,10/13/2010,<10,0.3,47
Cedar Pond Brook,10/17/2013,31,0,47
Cedar Pond Brook,9/19/2013,41,0,47
Cedar Pond Brook,7/18/2013,<10,0,47
Cedar Pond Brook,6/20/2013,10,0.5,47
Cedar Pond Brook,5/30/2013,<10,0.4,47
Cedar Pond Brook,10/11/2012,<10,0.1,47
Cedar Pond Brook,5/22/2010,<10,0,47
Cedar Pond Brook,8/14/2012,30,0,47
Cedar Pond Brook,7/17/2012,10,0.2,47
Cedar Pond Brook,6/12/2012,10,0.5,47
Cedar Pond Brook,5/16/2012,<10,0.6,47
Cedar Pond Brook,10/20/2011,650,0.1,47
Cedar Pond Brook,9/15/2011,2723,0,47
Cedar Pond Brook,8/17/2011,31,3.4,47
Cedar Pond Brook,7/18/2011,<10,0,47
Cedar Pond Brook,6/28/2011,10,0,47
Cedar Pond Brook,5/17/2011,3654,2,47
Cedar Pond Brook,9/12/2010,228,0,47
Cedar Pond Brook,8/18/2010,<10,0.5,47
Cedar Pond Brook,7/22/2010,563,1.5,47
Cedar Pond Brook,9/15/2009,<10,0,47
Cedar Pond Brook,6/16/2010,10,0,47
Cedar Pond Brook,9/11/2012,<10,1.4,47
Haverstraw Bay mid-channel,5/16/2012,<10,0.6,48
Haverstraw Bay mid-channel,9/15/2009,<10,0,48
Haverstraw Bay mid-channel,10/20/2009,10,0,48
Haverstraw Bay mid-channel,5/22/2010,<10,0,48
Haverstraw Bay mid-channel,6/16/2010,20,0,48
Haverstraw Bay mid-channel,7/22/2010,<10,1.5,48
Haverstraw Bay mid-channel,8/18/2010,<10,0.5,48
Haverstraw Bay mid-channel,9/12/2010,20,0,48
Haverstraw Bay mid-channel,10/13/2010,<10,0.3,48
Haverstraw Bay mid-channel,5/17/2011,31,2,48
Haverstraw Bay mid-channel,6/28/2011,<10,0,48
Haverstraw Bay mid-channel,7/18/2011,<10,0,48
Haverstraw Bay mid-channel,8/17/2011,<10,3.4,48
Haverstraw Bay mid-channel,9/15/2011,72,0,48
Haverstraw Bay mid-channel,10/20/2011,<10,0.1,48
Haverstraw Bay mid-channel,10/17/2013,<10,0,48
Haverstraw Bay mid-channel,9/19/2013,10,0,48
Haverstraw Bay mid-channel,8/15/2013,10,1.1,48
Haverstraw Bay mid-channel,7/18/2013,<10,0,48
Haverstraw Bay mid-channel,6/8/2009,<10,0.8,48
Haverstraw Bay mid-channel,8/21/2009,10,0,48
Haverstraw Bay mid-channel,7/29/2009,<10,0.8,48
Haverstraw Bay mid-channel,6/23/2009,10,0.7,48
Haverstraw Bay mid-channel,5/13/2009,6,0,48
Haverstraw Bay mid-channel,10/21/2008,<10,0,48
Haverstraw Bay mid-channel,9/23/2008,<10,0,48
Haverstraw Bay mid-channel,8/21/2008,<10,0,48
Haverstraw Bay mid-channel,7/15/2008,<10,1.1,48
Haverstraw Bay mid-channel,6/25/2008,86,0.1,48
Haverstraw Bay mid-channel,6/16/2008,5,1.7,48
Haverstraw Bay mid-channel,5/20/2008,6,0.3,48
Haverstraw Bay mid-channel,9/9/2007,<10,0,48
Haverstraw Bay mid-channel,8/23/2007,<10,1.4,48
Haverstraw Bay mid-channel,7/16/2007,66,0,48
Haverstraw Bay mid-channel,6/28/2007,9,0.7,48
Haverstraw Bay mid-channel,6/20/2007,5,0.4,48
Haverstraw Bay mid-channel,5/21/2007,<10,0.2,48
Haverstraw Bay mid-channel,8/14/2012,<10,0,48
Haverstraw Bay mid-channel,7/17/2012,10,0.2,48
Haverstraw Bay mid-channel,6/12/2012,10,0.5,48
Haverstraw Bay mid-channel,9/19/2006,4,0,48
Haverstraw Bay mid-channel,10/11/2012,<10,0.1,48
Haverstraw Bay mid-channel,10/20/2006,16,1.6,48
Haverstraw Bay mid-channel,12/6/2006,58,0,48
Haverstraw Bay mid-channel,4/25/2007,164,0,48
Haverstraw Bay mid-channel,9/11/2012,<10,1.4,48
Haverstraw Bay mid-channel,5/30/2013,<10,0.4,48
Haverstraw Bay mid-channel,6/20/2013,10,0.5,48
Emeline Beach- Haverstraw,10/20/2009,10,0,38
Emeline Beach- Haverstraw,6/16/2008,12,1.7,38
Emeline Beach- Haverstraw,6/25/2008,31,0.1,38
Emeline Beach- Haverstraw,7/15/2008,9,1.1,38
Emeline Beach- Haverstraw,9/23/2008,<10,0,38
Emeline Beach- Haverstraw,10/21/2008,10,0,38
Emeline Beach- Haverstraw,5/13/2009,5,0,38
Emeline Beach- Haverstraw,6/8/2009,<10,0.8,38
Emeline Beach- Haverstraw,6/23/2009,10,0.7,38
Emeline Beach- Haverstraw,7/29/2009,10,0.8,38
Emeline Beach- Haverstraw,8/21/2009,<10,0,38
Emeline Beach- Haverstraw,9/15/2009,<10,0,38
Emeline Beach- Haverstraw,5/20/2008,14,0.6,38
Emeline Beach- Haverstraw,5/22/2010,10,0,38
Emeline Beach- Haverstraw,6/16/2010,<10,0,38
Emeline Beach- Haverstraw,7/22/2010,20,1.5,38
Emeline Beach- Haverstraw,8/18/2010,10,0.5,38
Emeline Beach- Haverstraw,9/12/2010,20,0,38
Emeline Beach- Haverstraw,10/13/2010,10,0.3,38
Emeline Beach- Haverstraw,5/17/2011,10462,2,38
Emeline Beach- Haverstraw,6/28/2011,20,0,38
Emeline Beach- Haverstraw,7/18/2011,<10,0,38
Emeline Beach- Haverstraw,8/17/2011,10,3.4,38
Emeline Beach- Haverstraw,9/15/2011,41,0,38
Emeline Beach- Haverstraw,10/17/2013,20,0,38
Emeline Beach- Haverstraw,5/16/2012,<10,0.6,38
Emeline Beach- Haverstraw,6/12/2012,10,0.5,38
Emeline Beach- Haverstraw,7/17/2012,<10,0.2,38
Emeline Beach- Haverstraw,8/14/2012,<10,0,38
Emeline Beach- Haverstraw,9/11/2012,<10,1.4,38
Emeline Beach- Haverstraw,10/11/2012,<10,0.1,38
Emeline Beach- Haverstraw,5/30/2013,<10,0.4,38
Emeline Beach- Haverstraw,6/20/2013,<10,0.5,38
Emeline Beach- Haverstraw,7/18/2013,10,0,38
Emeline Beach- Haverstraw,8/15/2013,10,1.1,38
Emeline Beach- Haverstraw,9/19/2013,148,0,38
Emeline Beach- Haverstraw,10/20/2011,275,0.1,38
Emeline Beach- Haverstraw,8/21/2008,<10,0,38
Croton Point Beach,8/22/2009,20,1.2,48
Croton Point Beach,9/19/2006,2,0,48
Croton Point Beach,10/20/2006,10,1.6,48
Croton Point Beach,12/6/2006,16,0,48
Croton Point Beach,4/25/2007,17,0,48
Croton Point Beach,5/21/2007,4,0.2,48
Croton Point Beach,6/20/2007,<10,0.4,48
Croton Point Beach,7/16/2007,3,0,48
Croton Point Beach,8/23/2007,<10,1.4,48
Croton Point Beach,9/9/2007,2,0,48
Croton Point Beach,5/20/2008,35,0.3,48
Croton Point Beach,6/16/2008,11,1.7,48
Croton Point Beach,6/25/2008,20,0.1,48
Croton Point Beach,7/15/2008,<10,1.1,48
Croton Point Beach,8/21/2008,<10,0,48
Croton Point Beach,9/23/2008,<10,0,48
Croton Point Beach,10/21/2008,<10,0,48
Croton Point Beach,5/13/2009,<10,0,48
Croton Point Beach,6/8/2009,<10,0.8,48
Croton Point Beach,6/23/2009,<10,0.7,48
Croton Point Beach,7/29/2009,<10,0.2,48
Croton Point Beach,8/21/2009,<10,0,48
Croton Point Beach,7/18/2013,10,0,48
Croton Point Beach,9/15/2009,<10,0,48
Croton Point Beach,10/20/2009,10,0,48
Croton Point Beach,5/22/2010,<10,0,48
Croton Point Beach,6/16/2010,<10,0,48
Croton Point Beach,7/22/2010,41,1.5,48
Croton Point Beach,8/18/2010,10,0.5,48
Croton Point Beach,9/12/2010,<10,0,48
Croton Point Beach,10/13/2010,10,0.3,48
Croton Point Beach,5/17/2011,169,2,48
Croton Point Beach,6/28/2011,<10,0,48
Croton Point Beach,7/18/2011,10,0,48
Croton Point Beach,8/17/2011,10,3.4,48
Croton Point Beach,9/15/2011,31,0,48
Croton Point Beach,10/20/2011,31,0.1,48
Croton Point Beach,5/16/2012,<10,0.6,48
Croton Point Beach,6/12/2012,10,0.5,48
Croton Point Beach,7/17/2012,<10,0.2,48
Croton Point Beach,8/14/2012,<10,0,48
Croton Point Beach,9/11/2012,<10,1.4,48
Croton Point Beach,10/11/2012,10,0.1,48
Croton Point Beach,5/30/2013,<10,0.4,48
Croton Point Beach,6/20/2013,<10,0.5,48
Croton Point Beach,8/15/2013,<10,1.1,48
Croton Point Beach,9/19/2013,10,0,48
Croton Point Beach,10/17/2013,10,0,48
Ossining Beach,8/15/2013,41,1.1,47
Ossining Beach,8/23/2007,48,1.4,47
Ossining Beach,9/9/2007,<10,0,47
Ossining Beach,5/20/2008,2420,0.3,47
Ossining Beach,6/16/2008,6,1.7,47
Ossining Beach,6/25/2008,1483,0.1,47
Ossining Beach,7/15/2008,10,1.1,47
Ossining Beach,8/21/2008,<10,0,47
Ossining Beach,9/23/2008,<10,0,47
Ossining Beach,10/21/2008,41,0,47
Ossining Beach,5/13/2009,10,0,47
Ossining Beach,6/8/2009,<10,0.8,47
Ossining Beach,6/23/2009,20,1.1,47
Ossining Beach,7/29/2009,<10,0.2,47
Ossining Beach,8/21/2009,10,0,47
Ossining Beach,9/15/2009,<10,0,47
Ossining Beach,7/16/2007,6,0,47
Ossining Beach,5/22/2010,10,0,47
Ossining Beach,6/16/2010,10,0,47
Ossining Beach,7/22/2010,441,1.5,47
Ossining Beach,10/20/2009,<10,0,47
Ossining Beach,8/18/2010,<10,0.5,47
Ossining Beach,9/12/2010,10,0,47
Ossining Beach,10/13/2010,<10,0.3,47
Ossining Beach,5/17/2011,4611,2,47
Ossining Beach,7/18/2011,<10,0,47
Ossining Beach,8/17/2011,<10,3.4,47
Ossining Beach,9/15/2011,31,0,47
Ossining Beach,10/20/2011,63,0.1,47
Ossining Beach,5/16/2012,<10,0.6,47
Ossining Beach,6/12/2012,20,0.5,47
Ossining Beach,7/17/2012,<10,0.2,47
Ossining Beach,6/20/2007,11,0.4,47
Ossining Beach,9/11/2012,10,1.4,47
Ossining Beach,10/11/2012,20,0.1,47
Ossining Beach,5/30/2013,<10,0.4,47
Ossining Beach,6/20/2013,10,0.5,47
Ossining Beach,7/18/2013,10,0,47
Ossining Beach,6/28/2011,63,0,47
Ossining Beach,4/25/2007,43,0,47
Ossining Beach,9/19/2013,10,0,47
Ossining Beach,5/21/2007,13,0.2,47
Ossining Beach,10/17/2013,<10,0,47
Ossining Beach,9/19/2006,2,0,47
Ossining Beach,10/20/2006,15,1.6,47
Ossining Beach,12/6/2006,69,0,47
Ossining Beach,8/14/2012,<10,0,47
Kingsland Pt. Park- Pocantico River,7/20/2008,<10,0,42
Kingsland Pt. Park- Pocantico River,8/21/2008,<10,0,42
Kingsland Pt. Park- Pocantico River,9/7/2008,627,4.8,42
Kingsland Pt. Park- Pocantico River,10/21/2008,<10,0,42
Kingsland Pt. Park- Pocantico River,5/13/2009,<10,0,42
Kingsland Pt. Park- Pocantico River,6/6/2009,10,1.6,42
Kingsland Pt. Park- Pocantico River,6/23/2009,31,0.7,42
Kingsland Pt. Park- Pocantico River,7/29/2009,<10,0.2,42
Kingsland Pt. Park- Pocantico River,8/21/2009,<10,0,42
Kingsland Pt. Park- Pocantico River,8/22/2009,8664,1.2,42
Kingsland Pt. Park- Pocantico River,9/15/2009,<10,0,42
Kingsland Pt. Park- Pocantico River,10/20/2009,<10,0,42
Kingsland Pt. Park- Pocantico River,5/22/2010,10,0,42
Kingsland Pt. Park- Pocantico River,6/16/2010,<10,0,42
Kingsland Pt. Park- Pocantico River,7/22/2010,939,1.5,42
Kingsland Pt. Park- Pocantico River,8/18/2010,52,0.5,42
Kingsland Pt. Park- Pocantico River,9/12/2010,10,0,42
Kingsland Pt. Park- Pocantico River,10/13/2010,20,0.3,42
Kingsland Pt. Park- Pocantico River,5/17/2011,>24196,2,42
Kingsland Pt. Park- Pocantico River,6/28/2011,171,0,42
Kingsland Pt. Park- Pocantico River,7/18/2011,<10,0,42
Kingsland Pt. Park- Pocantico River,9/15/2011,20,0,42
Kingsland Pt. Park- Pocantico River,11/6/2011,<10,0,42
Kingsland Pt. Park- Pocantico River,5/16/2012,20,0.6,42
Kingsland Pt. Park- Pocantico River,6/12/2012,41,0,42
Kingsland Pt. Park- Pocantico River,7/14/2012,<10,0,42
Kingsland Pt. Park- Pocantico River,7/17/2012,<10,0.2,42
Kingsland Pt. Park- Pocantico River,8/4/2012,<10,0.1,42
Kingsland Pt. Park- Pocantico River,8/14/2012,<10,0,42
Kingsland Pt. Park- Pocantico River,9/8/2012,110,2.2,42
Kingsland Pt. Park- Pocantico River,9/11/2012,295,1.4,42
Kingsland Pt. Park- Pocantico River,10/6/2012,41,0.8,42
Kingsland Pt. Park- Pocantico River,10/11/2012,10,0.1,42
Kingsland Pt. Park- Pocantico River,5/30/2013,10,0.4,42
Kingsland Pt. Park- Pocantico River,6/20/2013,10,0.5,42
Kingsland Pt. Park- Pocantico River,7/18/2013,122,0,42
Kingsland Pt. Park- Pocantico River,8/15/2013,2481,1.1,42
Kingsland Pt. Park- Pocantico River,9/19/2013,<10,0,42
Kingsland Pt. Park- Pocantico River,10/17/2013,20,0,42
Kingsland Pt. Park- Pocantico River,10/20/2011,20,0.1,42
Kingsland Pt. Park- Pocantico River,8/6/2008,30,1.6,42
Kingsland Pt. Park- Pocantico River,8/17/2011,<10,3.4,42
Nyack Launch Ramp,12/5/2011,<10,0,61
Nyack Launch Ramp,10/17/2013,341,0,61
Nyack Launch Ramp,9/19/2013,30,0,61
Nyack Launch Ramp,8/15/2013,20,1.1,61
Nyack Launch Ramp,7/18/2013,<10,0,61
Nyack Launch Ramp,6/20/2013,<10,0.5,61
Nyack Launch Ramp,5/30/2013,10,0.4,61
Nyack Launch Ramp,12/10/2012,301,0.6,61
Nyack Launch Ramp,11/8/2012,364,0.1,61
Nyack Launch Ramp,11/6/2012,41,0,61
Nyack Launch Ramp,10/11/2012,31,0.1,61
Nyack Launch Ramp,9/11/2012,10,1.4,61
Nyack Launch Ramp,8/14/2012,10,0,61
Nyack Launch Ramp,7/17/2012,<10,0.2,61
Nyack Launch Ramp,6/12/2012,98,0,61
Nyack Launch Ramp,5/16/2012,<10,0.6,61
Nyack Launch Ramp,4/9/2012,10,0,61
Nyack Launch Ramp,3/5/2012,63,0.2,61
Nyack Launch Ramp,2/6/2012,216,0,61
Nyack Launch Ramp,1/3/2012,613,0.1,61
Nyack Launch Ramp,6/16/2008,214,1.7,61
Nyack Launch Ramp,11/7/2011,10,0,61
Nyack Launch Ramp,10/20/2011,121,0.1,61
Nyack Launch Ramp,9/15/2011,41,0,61
Nyack Launch Ramp,8/17/2011,10,3.4,61
Nyack Launch Ramp,7/18/2011,<10,0,61
Nyack Launch Ramp,6/28/2011,10,0,61
Nyack Launch Ramp,6/2/2011,30,0.2,61
Nyack Launch Ramp,5/17/2011,663,2,61
Nyack Launch Ramp,5/2/2011,20,0.4,61
Nyack Launch Ramp,4/4/2011,31,0.2,61
Nyack Launch Ramp,3/7/2011,767,2.3,61
Nyack Launch Ramp,2/7/2011,238,0.4,61
Nyack Launch Ramp,1/3/2011,218,0.1,61
Nyack Launch Ramp,12/6/2010,122,0,61
Nyack Launch Ramp,11/8/2010,63,0,61
Nyack Launch Ramp,10/13/2010,73,0.3,61
Nyack Launch Ramp,9/12/2010,30,0,61
Nyack Launch Ramp,8/18/2010,<10,0.5,61
Nyack Launch Ramp,8/10/2010,41,0,61
Nyack Launch Ramp,6/23/2009,<10,0.7,61
Nyack Launch Ramp,6/28/2010,73,0,61
Nyack Launch Ramp,6/16/2010,30,0,61
Nyack Launch Ramp,5/22/2010,<10,0,61
Nyack Launch Ramp,5/10/2010,75,0.1,61
Nyack Launch Ramp,4/6/2010,74,0,61
Nyack Launch Ramp,3/8/2010,20,0,61
Nyack Launch Ramp,1/26/2010,85,1.3,61
Nyack Launch Ramp,12/28/2009,384,1.5,61
Nyack Launch Ramp,10/20/2009,31,0,61
Nyack Launch Ramp,9/15/2009,<10,0,61
Nyack Launch Ramp,8/22/2009,383,1.2,61
Nyack Launch Ramp,8/21/2009,85,0,61
Nyack Launch Ramp,7/29/2009,<10,0.2,61
Nyack Launch Ramp,6/6/2009,<10,1.6,61
Nyack Launch Ramp,5/13/2009,<10,0,61
Nyack Launch Ramp,9/7/2008,120,4.8,61
Nyack Launch Ramp,8/21/2008,<10,0,61
Nyack Launch Ramp,7/20/2008,<10,0,61
Nyack Launch Ramp,7/15/2008,27,1.1,61
Nyack Launch Ramp,7/22/2010,10,1.5,61
TZ Bridge mid-channel,10/19/2008,<10,0,57
TZ Bridge mid-channel,5/19/2008,<10,1.2,57
TZ Bridge mid-channel,9/15/2011,20,0,57
TZ Bridge mid-channel,8/17/2011,<10,3.4,57
TZ Bridge mid-channel,7/18/2011,<10,0,57
TZ Bridge mid-channel,6/28/2011,<10,0,57
TZ Bridge mid-channel,5/17/2011,52,2,57
TZ Bridge mid-channel,10/13/2010,10,0.3,57
TZ Bridge mid-channel,9/12/2010,<10,0,57
TZ Bridge mid-channel,8/18/2010,<10,0.5,57
TZ Bridge mid-channel,7/22/2010,<10,1.5,57
TZ Bridge mid-channel,6/16/2010,<10,0,57
TZ Bridge mid-channel,5/22/2010,30,0,57
TZ Bridge mid-channel,10/20/2009,<10,0,57
TZ Bridge mid-channel,9/15/2009,<10,0,57
TZ Bridge mid-channel,8/21/2009,<10,0,57
TZ Bridge mid-channel,7/29/2009,<10,0.2,57
TZ Bridge mid-channel,6/23/2009,<10,0.7,57
TZ Bridge mid-channel,6/6/2009,<10,1.6,57
TZ Bridge mid-channel,5/13/2009,<10,0,57
TZ Bridge mid-channel,10/21/2008,10,0,57
TZ Bridge mid-channel,10/20/2008,<10,0,57
TZ Bridge mid-channel,9/23/2008,<10,0,57
TZ Bridge mid-channel,9/7/2008,30,4.8,57
TZ Bridge mid-channel,8/21/2008,<10,0,57
TZ Bridge mid-channel,7/15/2008,<10,1.1,57
TZ Bridge mid-channel,6/25/2008,142,0.1,57
TZ Bridge mid-channel,6/16/2008,6,1.7,57
TZ Bridge mid-channel,5/20/2008,16,0.3,57
TZ Bridge mid-channel,10/20/2011,<10,0.1,57
TZ Bridge mid-channel,5/16/2008,<10,0.9,57
TZ Bridge mid-channel,9/9/2007,1,0,57
TZ Bridge mid-channel,9/6/2007,<10,0,57
TZ Bridge mid-channel,10/17/2013,<10,0,57
TZ Bridge mid-channel,9/19/2013,10,0,57
TZ Bridge mid-channel,8/15/2013,<10,1.1,57
TZ Bridge mid-channel,7/18/2013,20,0,57
TZ Bridge mid-channel,6/20/2013,<10,0.5,57
TZ Bridge mid-channel,5/30/2013,<10,0.4,57
TZ Bridge mid-channel,10/11/2012,<10,0.1,57
TZ Bridge mid-channel,9/11/2012,<10,1.4,57
TZ Bridge mid-channel,8/23/2007,1,1.4,57
TZ Bridge mid-channel,8/14/2012,<10,0,57
TZ Bridge mid-channel,7/17/2012,<10,0.2,57
TZ Bridge mid-channel,5/16/2012,<10,0.6,57
TZ Bridge mid-channel,8/16/2007,<10,0,57
TZ Bridge mid-channel,7/16/2007,3,0,57
TZ Bridge mid-channel,7/11/2007,2,0,57
TZ Bridge mid-channel,6/20/2007,1,0.4,57
TZ Bridge mid-channel,6/18/2007,2,0,57
TZ Bridge mid-channel,5/21/2007,4,0.2,57
TZ Bridge mid-channel,4/25/2007,86,0,57
TZ Bridge mid-channel,4/18/2007,252,8.5,57
TZ Bridge mid-channel,11/10/2006,182,3.6,57
TZ Bridge mid-channel,10/18/2006,1,1.1,57
TZ Bridge mid-channel,6/12/2012,<10,0,57
TZ Bridge mid-channel,9/26/2006,1,0.1,57
Tarrytown Marina,9/15/2011,86,0,27
Tarrytown Marina,10/17/2013,20,0,27
Tarrytown Marina,9/19/2013,<10,0,27
Tarrytown Marina,8/15/2013,73,1.1,27
Tarrytown Marina,7/18/2013,85,0,27
Tarrytown Marina,6/20/2013,41,0.5,27
Tarrytown Marina,5/30/2013,20,0.4,27
Tarrytown Marina,10/11/2012,389,0.1,27
Tarrytown Marina,9/11/2012,10,1.4,27
Tarrytown Marina,8/14/2012,10,0,27
Tarrytown Marina,7/17/2012,10,0.2,27
Tarrytown Marina,6/12/2012,75,0,27
Tarrytown Marina,8/6/2008,3873,1.6,27
Tarrytown Marina,8/21/2008,10,0,27
Tarrytown Marina,9/9/2008,213,5.4,27
Tarrytown Marina,9/27/2008,74,1.7,27
Tarrytown Marina,8/22/2009,2310,1.2,27
Tarrytown Marina,7/22/2010,3654,1.5,27
Tarrytown Marina,8/18/2010,10,0.5,27
Tarrytown Marina,9/12/2010,<10,0,27
Tarrytown Marina,10/13/2010,>24196,0.3,27
Tarrytown Marina,5/16/2012,31,0.6,27
Tarrytown Marina,5/17/2011,>24196,2,27
Tarrytown Marina,6/28/2011,41,0,27
Tarrytown Marina,7/18/2011,<10,0,27
Tarrytown Marina,8/17/2011,<10,3.4,27
Tarrytown Marina,10/20/2011,86,0.1,27
Piermont Pier,1/5/2010,794,0,187
Piermont Pier,11/23/2009,292,0.4,187
Piermont Pier,12/1/2009,1234,0.2,187
Piermont Pier,12/8/2009,1106,0,187
Piermont Pier,12/15/2009,512,1.1,187
Piermont Pier,12/21/2009,1723,0,187
Piermont Pier,12/28/2009,959,1.5,187
Piermont Pier,5/21/2007,14,0.2,187
Piermont Pier,1/12/2010,266,0,187
Piermont Pier,1/19/2010,598,0.3,187
Piermont Pier,1/26/2010,573,1.3,187
Piermont Pier,2/2/2010,605,0,187
Piermont Pier,2/8/2010,473,0,187
Piermont Pier,2/15/2010,591,0.1,187
Piermont Pier,2/22/2010,1720,0,187
Piermont Pier,3/1/2010,583,0.1,187
Piermont Pier,3/8/2010,441,0,187
Piermont Pier,3/17/2010,762,0.7,187
Piermont Pier,3/22/2010,1333,1.2,187
Piermont Pier,3/29/2010,3255,2,187
Piermont Pier,4/6/2010,591,0,187
Piermont Pier,4/12/2010,816,0.3,187
Piermont Pier,4/19/2010,345,0.2,187
Piermont Pier,4/26/2010,243,1.4,187
Piermont Pier,5/3/2010,241,1.2,187
Piermont Pier,5/10/2010,161,0.1,187
Piermont Pier,5/17/2010,<10,0,187
Piermont Pier,5/22/2010,10,0,187
Piermont Pier,5/24/2010,41,0,187
Piermont Pier,6/1/2010,63,0,187
Piermont Pier,6/8/2010,10,0.3,187
Piermont Pier,6/16/2010,10,0,187
Piermont Pier,6/21/2010,10,0,187
Piermont Pier,6/28/2010,84,0,187
Piermont Pier,7/6/2010,10,0,187
Piermont Pier,7/22/2010,74,1.5,187
Piermont Pier,7/26/2010,1479,0.8,187
Piermont Pier,8/3/2010,30,0,187
Piermont Pier,8/10/2010,84,0,187
Piermont Pier,8/18/2010,41,0.5,187
Piermont Pier,8/24/2010,860,2.3,187
Piermont Pier,8/29/2010,481,0,187
Piermont Pier,9/6/2010,62,0,187
Piermont Pier,9/12/2010,10,0,187
Piermont Pier,9/20/2010,61,0,187
Piermont Pier,9/27/2010,20,0.2,187
Piermont Pier,10/4/2010,171,2,187
Piermont Pier,10/13/2010,<10,0.3,187
Piermont Pier,10/18/2010,379,0,187
Piermont Pier,10/25/2010,1616,0,187
Piermont Pier,11/1/2010,2755,0,187
Piermont Pier,11/8/2010,4106,0,187
Piermont Pier,11/16/2010,933,0,187
Piermont Pier,11/22/2010,1234,0,187
Piermont Pier,11/29/2010,4106,0.1,187
Piermont Pier,12/6/2010,1106,0,187
Piermont Pier,12/13/2010,984,1.2,187
Piermont Pier,12/20/2010,546,0,187
Piermont Pier,12/29/2010,1333,0.1,187
Piermont Pier,1/3/2011,1607,0.1,187
Piermont Pier,1/11/2011,1541,0,187
Piermont Pier,2/7/2011,990,0.4,187
Piermont Pier,3/7/2011,2481,2.2,187
Piermont Pier,4/4/2011,327,0.2,187
Piermont Pier,5/2/2011,557,0.4,187
