ICD.Chapter,State,Year,Deaths,Population,Crude.Rate
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",CT,2008,268,3545579,7.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",CT,2009,285,3561807,8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",CT,2010,340,3574097,9.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",DE,1999,29,774990,3.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",DE,2000,40,783600,5.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",DE,2001,43,795699,5.4
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",DE,2002,41,806169,5.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",DE,2003,38,818003,4.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",DE,2004,52,830803,6.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",DE,2005,108,845150,12.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",DE,2006,111,859268,12.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",DE,2007,34,871749,3.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",DE,2008,69,883874,7.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",DE,2009,87,891730,9.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",DE,2010,84,897934,9.4
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",DC,1999,331,570213,58
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",DC,2000,211,572059,36.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",DC,2001,194,574504,33.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",DC,2002,255,573158,44.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",DC,2003,213,568502,37.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",DC,2004,46,567754,8.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",DC,2005,203,567136,35.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",DC,2006,41,570681,7.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",DC,2007,137,574404,23.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",DC,2008,169,580236,29.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",DC,2009,291,592228,49.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",DC,2010,34,601723,5.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",FL,1999,3544,15759421,22.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",FL,2000,3940,15982378,24.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",FL,2001,3225,16356966,19.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",FL,2002,3617,16689370,21.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",FL,2003,3821,17004085,22.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",FL,2004,4030,17415318,23.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",FL,2005,3491,17842038,19.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",FL,2006,3664,18166990,20.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",FL,2007,4054,18367842,22.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",FL,2008,4209,18527305,22.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",FL,2009,4147,18652644,22.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",FL,2010,5057,18801310,26.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",GA,1999,881,8045965,10.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",GA,2000,1053,8186453,12.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",GA,2001,1016,8377038,12.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",GA,2002,1144,8508256,13.4
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",GA,2003,1182,8622793,13.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",GA,2004,1341,8769252,15.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",GA,2005,1415,8925922,15.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",GA,2006,1806,9155813,19.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",GA,2007,1792,9349988,19.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",GA,2008,4194,9504843,44.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",GA,2009,2260,9620846,23.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",GA,2010,2284,9687653,23.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",HI,1999,58,1210300,4.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",HI,2000,83,1211537,6.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",HI,2001,108,1225948,8.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",HI,2002,122,1239613,9.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",HI,2003,157,1251154,12.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",HI,2004,158,1273569,12.4
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",HI,2005,145,1292729,11.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",HI,2006,169,1309731,12.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",HI,2007,175,1315675,13.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",HI,2008,146,1332213,11
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",HI,2009,114,1346717,8.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",HI,2010,139,1360301,10.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ID,1999,143,1275674,11.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ID,2000,107,1293953,8.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ID,2001,136,1319962,10.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ID,2002,122,1340372,9.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ID,2003,141,1363380,10.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ID,2004,152,1391802,10.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ID,2005,166,1428241,11.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ID,2006,187,1468669,12.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ID,2007,175,1505105,11.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ID,2008,238,1534320,15.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ID,2009,211,1554439,13.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ID,2010,217,1567582,13.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IL,1999,819,12359020,6.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IL,2000,758,12419293,6.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IL,2001,780,12488445,6.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IL,2002,860,12525556,6.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IL,2003,1454,12556006,11.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IL,2004,1058,12589773,8.4
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IL,2005,1126,12609903,8.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IL,2006,1273,12643955,10.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IL,2007,1115,12695866,8.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IL,2008,1235,12747038,9.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IL,2009,1074,12796778,8.4
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IL,2010,1304,12830632,10.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IN,1999,399,6044969,6.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IN,2000,458,6080485,7.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IN,2001,572,6127760,9.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IN,2002,651,6155967,10.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IN,2003,473,6196638,7.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IN,2004,404,6233007,6.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IN,2005,425,6278616,6.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IN,2006,508,6332669,8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IN,2007,516,6379599,8.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IN,2008,584,6424806,9.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IN,2009,678,6459325,10.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IN,2010,695,6483802,10.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IA,1999,280,2917634,9.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IA,2000,260,2926324,8.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IA,2001,269,2931997,9.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IA,2002,254,2934234,8.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IA,2003,305,2941999,10.4
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IA,2004,267,2953635,9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IA,2005,260,2964454,8.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IA,2006,283,2982644,9.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IA,2007,356,2999212,11.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IA,2008,409,3016734,13.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IA,2009,407,3032870,13.4
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",IA,2010,472,3046355,15.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",KS,1999,410,2678338,15.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",KS,2000,439,2688418,16.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",KS,2001,392,2702162,14.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",KS,2002,367,2713535,13.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",KS,2003,339,2723004,12.4
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",KS,2004,348,2734373,12.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",KS,2005,357,2745299,13
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",KS,2006,378,2762931,13.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",KS,2007,426,2783785,15.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",KS,2008,531,2808076,18.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",KS,2009,426,2832704,15
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",KS,2010,482,2853118,16.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",KY,1999,323,4018053,8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",KY,2000,351,4041769,8.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",KY,2001,347,4068132,8.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",KY,2002,423,4089875,10.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",KY,2003,394,4117170,9.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",KY,2004,393,4146101,9.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",KY,2005,431,4182742,10.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",KY,2006,450,4219239,10.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",KY,2007,482,4256672,11.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",KY,2008,580,4289878,13.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",KY,2009,652,4317074,15.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",KY,2010,658,4339367,15.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",LA,1999,603,4460811,13.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",LA,2000,593,4468976,13.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",LA,2001,699,4477875,15.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",LA,2002,684,4497267,15.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",LA,2003,695,4521042,15.4
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",LA,2004,910,4552238,20
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",LA,2005,1246,4576628,27.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",LA,2006,717,4302665,16.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",LA,2007,711,4375581,16.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",LA,2008,870,4435586,19.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",LA,2009,947,4491648,21.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",LA,2010,1095,4533372,24.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ME,1999,66,1266808,5.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ME,2000,86,1274923,6.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ME,2001,100,1285692,7.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ME,2002,79,1295960,6.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ME,2003,87,1306513,6.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ME,2004,79,1313688,6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ME,2005,107,1318787,8.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ME,2006,94,1323619,7.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ME,2007,147,1327040,11.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ME,2008,150,1330509,11.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ME,2009,172,1329590,12.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ME,2010,327,1328361,24.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MD,1999,198,5254509,3.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MD,2000,164,5296486,3.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MD,2001,161,5374691,3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MD,2002,184,5440389,3.4
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MD,2003,200,5496269,3.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MD,2004,175,5546935,3.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MD,2005,172,5592379,3.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MD,2006,175,5627367,3.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MD,2007,180,5653408,3.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MD,2008,206,5684965,3.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MD,2009,232,5730388,4
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MD,2010,190,5773552,3.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MA,1999,370,6317345,5.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MA,2000,646,6349097,10.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MA,2001,420,6397634,6.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MA,2002,627,6417206,9.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MA,2003,685,6422565,10.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MA,2004,750,6412281,11.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MA,2005,722,6403290,11.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MA,2006,657,6410084,10.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MA,2007,645,6431559,10
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MA,2008,728,6468967,11.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MA,2009,663,6517613,10.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MA,2010,713,6547629,10.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MI,1999,449,9897116,4.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MI,2000,382,9938444,3.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MI,2001,340,9991120,3.4
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MI,2002,470,10015710,4.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MI,2003,446,10041152,4.4
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MI,2004,332,10055315,3.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MI,2005,344,10051137,3.4
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MI,2006,360,10036081,3.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MI,2007,401,10001284,4
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MI,2008,491,9946889,4.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MI,2009,600,9901591,6.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MI,2010,672,9883640,6.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MN,1999,1039,4873481,21.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MN,2000,1128,4919479,22.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MN,2001,1135,4982796,22.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MN,2002,1105,5018935,22
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MN,2003,1283,5053572,25.4
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MN,2004,1197,5087713,23.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MN,2005,1306,5119598,25.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MN,2006,1304,5163555,25.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MN,2007,1341,5207203,25.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MN,2008,1352,5247018,25.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MN,2009,1306,5281203,24.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MN,2010,1316,5303925,24.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MS,1999,293,2828408,10.4
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MS,2000,301,2844658,10.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MS,2001,283,2852994,9.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MS,2002,336,2858681,11.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MS,2003,429,2868312,15
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MS,2004,374,2889010,12.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MS,2005,437,2905943,15
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MS,2006,439,2904978,15.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MS,2007,479,2928350,16.4
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MS,2008,436,2947806,14.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MS,2009,471,2958774,15.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MS,2010,500,2967297,16.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MO,1999,379,5561948,6.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MO,2000,379,5595211,6.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MO,2001,345,5641142,6.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MO,2002,387,5674825,6.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MO,2003,366,5709403,6.4
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MO,2004,301,5747741,5.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MO,2005,306,5790300,5.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MO,2006,328,5842704,5.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MO,2007,286,5887612,4.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MO,2008,355,5923916,6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MO,2009,311,5961088,5.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MO,2010,363,5988927,6.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MT,1999,149,897507,16.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MT,2000,175,902195,19.4
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MT,2001,143,906961,15.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MT,2002,199,911667,21.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MT,2003,154,919630,16.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MT,2004,142,930009,15.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MT,2005,160,940102,17
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MT,2006,170,952692,17.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MT,2007,180,964706,18.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MT,2008,179,976415,18.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MT,2009,170,983982,17.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",MT,2010,156,989415,15.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NE,1999,449,1704764,26.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NE,2000,447,1711263,26.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NE,2001,501,1719836,29.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NE,2002,495,1728292,28.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NE,2003,499,1738643,28.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NE,2004,454,1749370,26
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NE,2005,394,1761497,22.4
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NE,2006,440,1772693,24.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NE,2007,488,1783440,27.4
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NE,2008,452,1796378,25.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NE,2009,535,1812683,29.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NE,2010,422,1826341,23.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NV,1999,131,1934718,6.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NV,2000,182,1998257,9.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NV,2001,223,2098399,10.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NV,2002,249,2173791,11.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NV,2003,240,2248850,10.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NV,2004,302,2346222,12.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NV,2005,349,2432143,14.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NV,2006,476,2522658,18.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NV,2007,607,2601072,23.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NV,2008,673,2653630,25.4
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NV,2009,650,2684665,24.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NV,2010,736,2700551,27.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NH,1999,46,1222014,3.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NH,2000,87,1235786,7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NH,2001,60,1255517,4.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NH,2002,48,1269089,3.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NH,2003,72,1279840,5.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NH,2004,42,1290121,3.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NH,2005,56,1298492,4.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NH,2006,71,1308389,5.4
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NH,2007,92,1312540,7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NH,2008,127,1315906,9.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NH,2009,82,1316102,6.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NH,2010,158,1316470,12
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NJ,1999,447,8359592,5.3
