DATE,Seasonality,Metro,Tier,HPI
5/1/95,SA,Tampa,High,88.12
6/1/95,SA,Tampa,High,89.16
7/1/95,SA,Tampa,High,89.23
8/1/95,SA,Tampa,High,89.51
9/1/95,SA,Tampa,High,89.4
10/1/95,SA,Tampa,High,89.51
11/1/95,SA,Tampa,High,89.66
12/1/95,SA,Tampa,High,89.39
1/1/96,SA,Tampa,High,89.31
2/1/96,SA,Tampa,High,89.24
3/1/96,SA,Tampa,High,89.63
4/1/96,SA,Tampa,High,89.76
5/1/96,SA,Tampa,High,89.88
6/1/96,SA,Tampa,High,89.82
7/1/96,SA,Tampa,High,89.72
8/1/96,SA,Tampa,High,89.71
9/1/96,SA,Tampa,High,89.58
10/1/96,SA,Tampa,High,90.04
11/1/96,SA,Tampa,High,90.11
12/1/96,SA,Tampa,High,90.59
1/1/97,SA,Tampa,High,90.47
2/1/97,SA,Tampa,High,90.37
3/1/97,SA,Tampa,High,89.74
4/1/97,SA,Tampa,High,90.22
5/1/97,SA,Tampa,High,90.44
6/1/97,SA,Tampa,High,90.26
7/1/97,SA,Tampa,High,90.37
8/1/97,SA,Tampa,High,90.76
9/1/97,SA,Tampa,High,91.22
10/1/97,SA,Tampa,High,90.88
11/1/97,SA,Tampa,High,91.05
12/1/97,SA,Tampa,High,91.49
1/1/98,SA,Tampa,High,92.69
2/1/98,SA,Tampa,High,92.83
3/1/98,SA,Tampa,High,93.15
4/1/98,SA,Tampa,High,93.02
5/1/98,SA,Tampa,High,92.96
6/1/98,SA,Tampa,High,93.2
7/1/98,SA,Tampa,High,93.7
8/1/98,SA,Tampa,High,93.84
9/1/98,SA,Tampa,High,94.45
10/1/98,SA,Tampa,High,94.35
11/1/98,SA,Tampa,High,94.68
12/1/98,SA,Tampa,High,94.71
1/1/99,SA,Tampa,High,94.97
2/1/99,SA,Tampa,High,95.43
3/1/99,SA,Tampa,High,95.32
4/1/99,SA,Tampa,High,95.83
5/1/99,SA,Tampa,High,96.35
6/1/99,SA,Tampa,High,96.69
7/1/99,SA,Tampa,High,97.12
8/1/99,SA,Tampa,High,97.38
9/1/99,SA,Tampa,High,98.16
10/1/99,SA,Tampa,High,98.77
11/1/99,SA,Tampa,High,98.94
12/1/99,SA,Tampa,High,99.63
1/1/00,SA,Tampa,High,100.08
2/1/00,SA,Tampa,High,100.81
3/1/00,SA,Tampa,High,101.61
4/1/00,SA,Tampa,High,102.5
5/1/00,SA,Tampa,High,103.48
6/1/00,SA,Tampa,High,104.75
7/1/00,SA,Tampa,High,105.65
8/1/00,SA,Tampa,High,105.91
9/1/00,SA,Tampa,High,106.39
10/1/00,SA,Tampa,High,107.11
11/1/00,SA,Tampa,High,108.95
12/1/00,SA,Tampa,High,110.63
1/1/01,SA,Tampa,High,111.74
2/1/01,SA,Tampa,High,112.32
3/1/01,SA,Tampa,High,113.43
4/1/01,SA,Tampa,High,114.61
5/1/01,SA,Tampa,High,115.09
6/1/01,SA,Tampa,High,116.68
7/1/01,SA,Tampa,High,117.34
8/1/01,SA,Tampa,High,118.64
9/1/01,SA,Tampa,High,118.41
10/1/01,SA,Tampa,High,119.47
11/1/01,SA,Tampa,High,120.19
12/1/01,SA,Tampa,High,120.37
1/1/02,SA,Tampa,High,120.73
2/1/02,SA,Tampa,High,120.84
3/1/02,SA,Tampa,High,124.12
4/1/02,SA,Tampa,High,124.37
5/1/02,SA,Tampa,High,125.53
6/1/02,SA,Tampa,High,125.38
7/1/02,SA,Tampa,High,126.64
8/1/02,SA,Tampa,High,127.32
9/1/02,SA,Tampa,High,128.21
10/1/02,SA,Tampa,High,128.75
11/1/02,SA,Tampa,High,129.32
12/1/02,SA,Tampa,High,131.32
1/1/03,SA,Tampa,High,132.48
2/1/03,SA,Tampa,High,133.21
3/1/03,SA,Tampa,High,133.24
4/1/03,SA,Tampa,High,134.35
5/1/03,SA,Tampa,High,135.95
6/1/03,SA,Tampa,High,136.32
7/1/03,SA,Tampa,High,136.82
8/1/03,SA,Tampa,High,136.8
9/1/03,SA,Tampa,High,139.77
10/1/03,SA,Tampa,High,141.28
11/1/03,SA,Tampa,High,142.66
12/1/03,SA,Tampa,High,141.96
1/1/04,SA,Tampa,High,145.41
2/1/04,SA,Tampa,High,146.97
3/1/04,SA,Tampa,High,150.65
4/1/04,SA,Tampa,High,150.41
5/1/04,SA,Tampa,High,152.46
6/1/04,SA,Tampa,High,154.72
7/1/04,SA,Tampa,High,156.74
8/1/04,SA,Tampa,High,158.94
9/1/04,SA,Tampa,High,161.25
10/1/04,SA,Tampa,High,163.88
11/1/04,SA,Tampa,High,166.24
12/1/04,SA,Tampa,High,169.09
1/1/05,SA,Tampa,High,172.56
2/1/05,SA,Tampa,High,175.86
3/1/05,SA,Tampa,High,179.86
4/1/05,SA,Tampa,High,182.86
5/1/05,SA,Tampa,High,186.44
6/1/05,SA,Tampa,High,191.11
7/1/05,SA,Tampa,High,194.83
8/1/05,SA,Tampa,High,199.19
9/1/05,SA,Tampa,High,203.85
10/1/05,SA,Tampa,High,209.65
11/1/05,SA,Tampa,High,213.95
12/1/05,SA,Tampa,High,217.1
1/1/06,SA,Tampa,High,219.91
2/1/06,SA,Tampa,High,221.53
3/1/06,SA,Tampa,High,223.75
4/1/06,SA,Tampa,High,225.6
5/1/06,SA,Tampa,High,225.93
6/1/06,SA,Tampa,High,224.44
7/1/06,SA,Tampa,High,222.81
8/1/06,SA,Tampa,High,221.35
9/1/06,SA,Tampa,High,219.7
10/1/06,SA,Tampa,High,216.83
11/1/06,SA,Tampa,High,215.56
12/1/06,SA,Tampa,High,213.83
1/1/07,SA,Tampa,High,214.41
2/1/07,SA,Tampa,High,216.18
3/1/07,SA,Tampa,High,216.07
4/1/07,SA,Tampa,High,213.28
5/1/07,SA,Tampa,High,209.74
6/1/07,SA,Tampa,High,207.6
7/1/07,SA,Tampa,High,204.53
8/1/07,SA,Tampa,High,200.66
9/1/07,SA,Tampa,High,197.43
10/1/07,SA,Tampa,High,195.71
11/1/07,SA,Tampa,High,193.71
12/1/07,SA,Tampa,High,191.49
1/1/08,SA,Tampa,High,187.45
2/1/08,SA,Tampa,High,182.71
3/1/08,SA,Tampa,High,177.08
4/1/08,SA,Tampa,High,173.5
5/1/08,SA,Tampa,High,171.13
6/1/08,SA,Tampa,High,168.26
7/1/08,SA,Tampa,High,167.3
8/1/08,SA,Tampa,High,167.89
9/1/08,SA,Tampa,High,164.17
10/1/08,SA,Tampa,High,159.79
11/1/08,SA,Tampa,High,155.57
12/1/08,SA,Tampa,High,152.58
1/1/09,SA,Tampa,High,146.91
2/1/09,SA,Tampa,High,144.34
3/1/09,SA,Tampa,High,141.55
4/1/09,SA,Tampa,High,140.21
5/1/09,SA,Tampa,High,138.92
6/1/09,SA,Tampa,High,139.42
7/1/09,SA,Tampa,High,140.53
8/1/09,SA,Tampa,High,141.37
9/1/09,SA,Tampa,High,139.65
10/1/09,SA,Tampa,High,138.45
11/1/09,SA,Tampa,High,138.3
12/1/09,SA,Tampa,High,138.45
1/1/10,SA,Tampa,High,139.75
2/1/10,SA,Tampa,High,140.09
3/1/10,SA,Tampa,High,141.22
4/1/10,SA,Tampa,High,140.92
5/1/10,SA,Tampa,High,140.87
6/1/10,SA,Tampa,High,138.73
7/1/10,SA,Tampa,High,136.93
8/1/10,SA,Tampa,High,136.42
9/1/10,SA,Tampa,High,136.94
10/1/10,SA,Tampa,High,136.59
11/1/10,SA,Tampa,High,135.95
12/1/10,SA,Tampa,High,132.98
1/1/11,SA,Tampa,High,132.61
2/1/11,SA,Tampa,High,132.06
3/1/11,SA,Tampa,High,131.47
4/1/11,SA,Tampa,High,130.89
5/1/11,SA,Tampa,High,130.45
6/1/11,SA,Tampa,High,130.87
7/1/11,SA,Tampa,High,130.81
8/1/11,SA,Tampa,High,131.02
9/1/11,SA,Tampa,High,129.35
10/1/11,SA,Tampa,High,130.17
11/1/11,SA,Tampa,High,130.08
12/1/11,SA,Tampa,High,130.44
1/1/12,SA,Tampa,High,130.78
2/1/12,SA,Tampa,High,131.23
3/1/12,SA,Tampa,High,132.11
4/1/12,SA,Tampa,High,133.8
5/1/12,SA,Tampa,High,135.05
6/1/12,SA,Tampa,High,136.17
7/1/12,SA,Tampa,High,136.46
8/1/12,SA,Tampa,High,136.68
9/1/12,SA,Tampa,High,136.68
10/1/12,SA,Tampa,High,136.83
11/1/12,SA,Tampa,High,137.7
12/1/12,SA,Tampa,High,139.53
1/1/13,SA,Tampa,High,141.88
2/1/13,SA,Tampa,High,143.35
3/1/13,SA,Tampa,High,145.57
4/1/13,SA,Tampa,High,146.81
5/1/13,SA,Tampa,High,147.67
6/1/13,SA,Tampa,High,149.41
7/1/13,SA,Tampa,High,151.35
8/1/13,SA,Tampa,High,153.6
9/1/13,SA,Tampa,High,154.95
10/1/13,SA,Tampa,High,156.34
11/1/13,SA,Tampa,High,157.46
12/1/13,SA,Tampa,High,158.81
1/1/14,SA,Tampa,High,160.45
2/1/14,SA,Tampa,High,161.4
3/1/14,SA,Tampa,High,159.94
4/1/14,SA,Tampa,High,160
5/1/14,SA,Tampa,High,161.12
6/1/14,SA,Tampa,High,161.4
7/1/14,SA,Tampa,High,161.37
8/1/14,SA,Tampa,High,161.55
9/1/14,SA,Tampa,High,162.58
10/1/14,SA,Tampa,High,164.82
11/1/14,SA,Tampa,High,167.14
12/1/14,SA,Tampa,High,167.81
1/1/15,SA,Tampa,High,167.94
2/1/15,SA,Tampa,High,169.92
3/1/15,SA,Tampa,High,170.77
4/1/15,SA,Tampa,High,170.29
5/1/15,SA,Tampa,High,169.53
6/1/15,SA,Tampa,High,168.31
7/1/15,SA,Tampa,High,168.35
8/1/15,SA,Tampa,High,169.17
9/1/15,SA,Tampa,High,171.09
10/1/15,SA,Tampa,High,172.91
11/1/15,SA,Tampa,High,174.3
1/1/93,NSA,Tampa,Middle,80.23
2/1/93,NSA,Tampa,Middle,79.89
3/1/93,NSA,Tampa,Middle,79.6
4/1/93,NSA,Tampa,Middle,80.2
5/1/93,NSA,Tampa,Middle,81.14
6/1/93,NSA,Tampa,Middle,81.96
7/1/93,NSA,Tampa,Middle,81.93
8/1/93,NSA,Tampa,Middle,82.25
9/1/93,NSA,Tampa,Middle,83.06
10/1/93,NSA,Tampa,Middle,83.01
11/1/93,NSA,Tampa,Middle,82.78
12/1/93,NSA,Tampa,Middle,82.34
1/1/94,NSA,Tampa,Middle,82.59
2/1/94,NSA,Tampa,Middle,82.95
3/1/94,NSA,Tampa,Middle,82.46
4/1/94,NSA,Tampa,Middle,82.18
5/1/94,NSA,Tampa,Middle,82.45
6/1/94,NSA,Tampa,Middle,82.54
7/1/94,NSA,Tampa,Middle,83.44
8/1/94,NSA,Tampa,Middle,83.85
9/1/94,NSA,Tampa,Middle,84.13
10/1/94,NSA,Tampa,Middle,83.91
11/1/94,NSA,Tampa,Middle,83.91
12/1/94,NSA,Tampa,Middle,84.21
1/1/95,NSA,Tampa,Middle,84.21
2/1/95,NSA,Tampa,Middle,84.11
3/1/95,NSA,Tampa,Middle,83.71
4/1/95,NSA,Tampa,Middle,83.65
5/1/95,NSA,Tampa,Middle,84.48
6/1/95,NSA,Tampa,Middle,84.88
7/1/95,NSA,Tampa,Middle,85.16
8/1/95,NSA,Tampa,Middle,85.35
9/1/95,NSA,Tampa,Middle,85.98
10/1/95,NSA,Tampa,Middle,86.34
11/1/95,NSA,Tampa,Middle,86.47
12/1/95,NSA,Tampa,Middle,86.12
1/1/96,NSA,Tampa,Middle,86.15
2/1/96,NSA,Tampa,Middle,86.1
3/1/96,NSA,Tampa,Middle,86.8
4/1/96,NSA,Tampa,Middle,86.79
5/1/96,NSA,Tampa,Middle,86.89
6/1/96,NSA,Tampa,Middle,87.41
7/1/96,NSA,Tampa,Middle,87.15
8/1/96,NSA,Tampa,Middle,87.52
9/1/96,NSA,Tampa,Middle,87.39
10/1/96,NSA,Tampa,Middle,87.82
11/1/96,NSA,Tampa,Middle,87.64
12/1/96,NSA,Tampa,Middle,87.74
1/1/97,NSA,Tampa,Middle,87.65
2/1/97,NSA,Tampa,Middle,87.29
3/1/97,NSA,Tampa,Middle,86.77
4/1/97,NSA,Tampa,Middle,87.2
5/1/97,NSA,Tampa,Middle,87.53
6/1/97,NSA,Tampa,Middle,88.54
7/1/97,NSA,Tampa,Middle,88.84
8/1/97,NSA,Tampa,Middle,89.09
9/1/97,NSA,Tampa,Middle,88.67
10/1/97,NSA,Tampa,Middle,89.15
11/1/97,NSA,Tampa,Middle,88.96
12/1/97,NSA,Tampa,Middle,89.1
1/1/98,NSA,Tampa,Middle,88.7
2/1/98,NSA,Tampa,Middle,89.07
3/1/98,NSA,Tampa,Middle,89.26
4/1/98,NSA,Tampa,Middle,90.07
5/1/98,NSA,Tampa,Middle,90.73
6/1/98,NSA,Tampa,Middle,91.21
7/1/98,NSA,Tampa,Middle,91.91
8/1/98,NSA,Tampa,Middle,92.02
9/1/98,NSA,Tampa,Middle,92.33
10/1/98,NSA,Tampa,Middle,92.69
11/1/98,NSA,Tampa,Middle,93.26
12/1/98,NSA,Tampa,Middle,93.03
1/1/99,NSA,Tampa,Middle,93.22
2/1/99,NSA,Tampa,Middle,93.11
3/1/99,NSA,Tampa,Middle,94.03
4/1/99,NSA,Tampa,Middle,94.94
5/1/99,NSA,Tampa,Middle,96.05
6/1/99,NSA,Tampa,Middle,97.07
7/1/99,NSA,Tampa,Middle,98.23
8/1/99,NSA,Tampa,Middle,98.62
9/1/99,NSA,Tampa,Middle,98.57
10/1/99,NSA,Tampa,Middle,99.31
11/1/99,NSA,Tampa,Middle,98.84
12/1/99,NSA,Tampa,Middle,100.03
1/1/00,NSA,Tampa,Middle,100
2/1/00,NSA,Tampa,Middle,100.61
3/1/00,NSA,Tampa,Middle,100.4
4/1/00,NSA,Tampa,Middle,101.69
5/1/00,NSA,Tampa,Middle,103.19
6/1/00,NSA,Tampa,Middle,103.78
7/1/00,NSA,Tampa,Middle,104.51
8/1/00,NSA,Tampa,Middle,105.08
9/1/00,NSA,Tampa,Middle,105.72
10/1/00,NSA,Tampa,Middle,106.1
11/1/00,NSA,Tampa,Middle,107.35
12/1/00,NSA,Tampa,Middle,109.41
1/1/01,NSA,Tampa,Middle,110.86
2/1/01,NSA,Tampa,Middle,111.67
3/1/01,NSA,Tampa,Middle,111.69
4/1/01,NSA,Tampa,Middle,112.93
5/1/01,NSA,Tampa,Middle,113.12
6/1/01,NSA,Tampa,Middle,114.32
7/1/01,NSA,Tampa,Middle,115.99
8/1/01,NSA,Tampa,Middle,118.4
9/1/01,NSA,Tampa,Middle,119.1
10/1/01,NSA,Tampa,Middle,119.16
11/1/01,NSA,Tampa,Middle,119.16
12/1/01,NSA,Tampa,Middle,120.08
1/1/02,NSA,Tampa,Middle,120.53
2/1/02,NSA,Tampa,Middle,120.84
3/1/02,NSA,Tampa,Middle,121.92
4/1/02,NSA,Tampa,Middle,123.27
5/1/02,NSA,Tampa,Middle,124.22
6/1/02,NSA,Tampa,Middle,126.17
7/1/02,NSA,Tampa,Middle,127.49
8/1/02,NSA,Tampa,Middle,128.76
9/1/02,NSA,Tampa,Middle,129.52
10/1/02,NSA,Tampa,Middle,130.61
11/1/02,NSA,Tampa,Middle,131.82
12/1/02,NSA,Tampa,Middle,132.79
1/1/03,NSA,Tampa,Middle,133.94
2/1/03,NSA,Tampa,Middle,135.87
3/1/03,NSA,Tampa,Middle,137.4
4/1/03,NSA,Tampa,Middle,138.54
5/1/03,NSA,Tampa,Middle,139.49
6/1/03,NSA,Tampa,Middle,140.84
7/1/03,NSA,Tampa,Middle,142.62
8/1/03,NSA,Tampa,Middle,144.42
9/1/03,NSA,Tampa,Middle,145.13
10/1/03,NSA,Tampa,Middle,146.11
11/1/03,NSA,Tampa,Middle,146.81
12/1/03,NSA,Tampa,Middle,147.94
1/1/04,NSA,Tampa,Middle,149.23
2/1/04,NSA,Tampa,Middle,150.42
3/1/04,NSA,Tampa,Middle,152.87
4/1/04,NSA,Tampa,Middle,154.62
5/1/04,NSA,Tampa,Middle,156.19
6/1/04,NSA,Tampa,Middle,159.41
7/1/04,NSA,Tampa,Middle,162.17
8/1/04,NSA,Tampa,Middle,165.96
9/1/04,NSA,Tampa,Middle,168.47
10/1/04,NSA,Tampa,Middle,171.3
11/1/04,NSA,Tampa,Middle,173.17
12/1/04,NSA,Tampa,Middle,175.94
1/1/05,NSA,Tampa,Middle,179.15
2/1/05,NSA,Tampa,Middle,182.02
3/1/05,NSA,Tampa,Middle,186.01
4/1/05,NSA,Tampa,Middle,189.55
5/1/05,NSA,Tampa,Middle,193.23
6/1/05,NSA,Tampa,Middle,198.79
7/1/05,NSA,Tampa,Middle,204.73
8/1/05,NSA,Tampa,Middle,211.35
9/1/05,NSA,Tampa,Middle,217.31
10/1/05,NSA,Tampa,Middle,222.73
11/1/05,NSA,Tampa,Middle,227.06
12/1/05,NSA,Tampa,Middle,230.29
1/1/06,NSA,Tampa,Middle,233.21
2/1/06,NSA,Tampa,Middle,235.76
3/1/06,NSA,Tampa,Middle,238.96
4/1/06,NSA,Tampa,Middle,240.99
5/1/06,NSA,Tampa,Middle,242.94
6/1/06,NSA,Tampa,Middle,244.19
7/1/06,NSA,Tampa,Middle,244.92
8/1/06,NSA,Tampa,Middle,244.11
9/1/06,NSA,Tampa,Middle,242.72
10/1/06,NSA,Tampa,Middle,241.86
11/1/06,NSA,Tampa,Middle,239.19
12/1/06,NSA,Tampa,Middle,239.38
1/1/07,NSA,Tampa,Middle,237.72
2/1/07,NSA,Tampa,Middle,236.63
3/1/07,NSA,Tampa,Middle,233.58
4/1/07,NSA,Tampa,Middle,230.97
5/1/07,NSA,Tampa,Middle,229.2
6/1/07,NSA,Tampa,Middle,225.11
7/1/07,NSA,Tampa,Middle,221.54
8/1/07,NSA,Tampa,Middle,217.65
9/1/07,NSA,Tampa,Middle,214.55
10/1/07,NSA,Tampa,Middle,212.04
11/1/07,NSA,Tampa,Middle,207.81
12/1/07,NSA,Tampa,Middle,205.38
1/1/08,NSA,Tampa,Middle,199.46
2/1/08,NSA,Tampa,Middle,194.49
3/1/08,NSA,Tampa,Middle,188.28
4/1/08,NSA,Tampa,Middle,183.89
5/1/08,NSA,Tampa,Middle,182.65
6/1/08,NSA,Tampa,Middle,180.24
7/1/08,NSA,Tampa,Middle,178.91
8/1/08,NSA,Tampa,Middle,173.49
9/1/08,NSA,Tampa,Middle,171.56
10/1/08,NSA,Tampa,Middle,166.14
11/1/08,NSA,Tampa,Middle,162.52
12/1/08,NSA,Tampa,Middle,156.19
1/1/09,NSA,Tampa,Middle,151.56
2/1/09,NSA,Tampa,Middle,147.59
3/1/09,NSA,Tampa,Middle,142.06
4/1/09,NSA,Tampa,Middle,140.39
5/1/09,NSA,Tampa,Middle,140.71
6/1/09,NSA,Tampa,Middle,138.98
7/1/09,NSA,Tampa,Middle,139.08
8/1/09,NSA,Tampa,Middle,139.13
9/1/09,NSA,Tampa,Middle,139.7
10/1/09,NSA,Tampa,Middle,138.11
11/1/09,NSA,Tampa,Middle,138.58
12/1/09,NSA,Tampa,Middle,137.24
1/1/10,NSA,Tampa,Middle,135.83
2/1/10,NSA,Tampa,Middle,133.39
3/1/10,NSA,Tampa,Middle,131.36
4/1/10,NSA,Tampa,Middle,132.15
5/1/10,NSA,Tampa,Middle,133.86
6/1/10,NSA,Tampa,Middle,135.77
7/1/10,NSA,Tampa,Middle,134.78
8/1/10,NSA,Tampa,Middle,133.16
9/1/10,NSA,Tampa,Middle,129.68
10/1/10,NSA,Tampa,Middle,128.53
11/1/10,NSA,Tampa,Middle,128.36
12/1/10,NSA,Tampa,Middle,127.14
1/1/11,NSA,Tampa,Middle,125.11
2/1/11,NSA,Tampa,Middle,122.5
3/1/11,NSA,Tampa,Middle,120.43
4/1/11,NSA,Tampa,Middle,119.27
5/1/11,NSA,Tampa,Middle,119.62
6/1/11,NSA,Tampa,Middle,119.83
7/1/11,NSA,Tampa,Middle,120.19
8/1/11,NSA,Tampa,Middle,118.98
9/1/11,NSA,Tampa,Middle,118.08
10/1/11,NSA,Tampa,Middle,118.53
11/1/11,NSA,Tampa,Middle,117.75
12/1/11,NSA,Tampa,Middle,117.56
1/1/12,NSA,Tampa,Middle,116.96
2/1/12,NSA,Tampa,Middle,115.73
3/1/12,NSA,Tampa,Middle,115.28
4/1/12,NSA,Tampa,Middle,116.49
5/1/12,NSA,Tampa,Middle,120.46
6/1/12,NSA,Tampa,Middle,122.59
7/1/12,NSA,Tampa,Middle,123.29
8/1/12,NSA,Tampa,Middle,124.17
9/1/12,NSA,Tampa,Middle,124.49
10/1/12,NSA,Tampa,Middle,125.18
11/1/12,NSA,Tampa,Middle,126.06
12/1/12,NSA,Tampa,Middle,125.54
1/1/13,NSA,Tampa,Middle,126.73
2/1/13,NSA,Tampa,Middle,128.49
3/1/13,NSA,Tampa,Middle,132.71
4/1/13,NSA,Tampa,Middle,134.94
5/1/13,NSA,Tampa,Middle,136.65
6/1/13,NSA,Tampa,Middle,138.94
7/1/13,NSA,Tampa,Middle,143.43
8/1/13,NSA,Tampa,Middle,147.02
9/1/13,NSA,Tampa,Middle,148.53
10/1/13,NSA,Tampa,Middle,148.43
11/1/13,NSA,Tampa,Middle,148.53
12/1/13,NSA,Tampa,Middle,148.79
1/1/14,NSA,Tampa,Middle,150.15
2/1/14,NSA,Tampa,Middle,148.28
3/1/14,NSA,Tampa,Middle,150.51
4/1/14,NSA,Tampa,Middle,152.39
5/1/14,NSA,Tampa,Middle,154.77
6/1/14,NSA,Tampa,Middle,156.07
7/1/14,NSA,Tampa,Middle,157.5
8/1/14,NSA,Tampa,Middle,158.18
9/1/14,NSA,Tampa,Middle,159.51
10/1/14,NSA,Tampa,Middle,159.99
11/1/14,NSA,Tampa,Middle,160.51
12/1/14,NSA,Tampa,Middle,158.96
1/1/15,NSA,Tampa,Middle,159.56
2/1/15,NSA,Tampa,Middle,159.93
3/1/15,NSA,Tampa,Middle,163.45
4/1/15,NSA,Tampa,Middle,163.95
5/1/15,NSA,Tampa,Middle,165.19
6/1/15,NSA,Tampa,Middle,166.67
7/1/15,NSA,Tampa,Middle,168.86
8/1/15,NSA,Tampa,Middle,170.49
9/1/15,NSA,Tampa,Middle,171.63
10/1/15,NSA,Tampa,Middle,173.59
11/1/15,NSA,Tampa,Middle,174.84
1/1/93,SA,Tampa,Middle,80.32
2/1/93,SA,Tampa,Middle,80.12
3/1/93,SA,Tampa,Middle,80.28
4/1/93,SA,Tampa,Middle,80.66
5/1/93,SA,Tampa,Middle,81.29
6/1/93,SA,Tampa,Middle,81.74
7/1/93,SA,Tampa,Middle,81.75
8/1/93,SA,Tampa,Middle,81.99
9/1/93,SA,Tampa,Middle,82.62
10/1/93,SA,Tampa,Middle,82.67
11/1/93,SA,Tampa,Middle,82.54
12/1/93,SA,Tampa,Middle,82.34
1/1/94,SA,Tampa,Middle,82.67
2/1/94,SA,Tampa,Middle,83.24
3/1/94,SA,Tampa,Middle,83.16
4/1/94,SA,Tampa,Middle,82.7
5/1/94,SA,Tampa,Middle,82.63
6/1/94,SA,Tampa,Middle,82.28
7/1/94,SA,Tampa,Middle,83.26
8/1/94,SA,Tampa,Middle,83.55
9/1/94,SA,Tampa,Middle,83.7
10/1/94,SA,Tampa,Middle,83.53
11/1/94,SA,Tampa,Middle,83.68
12/1/94,SA,Tampa,Middle,84.2
1/1/95,SA,Tampa,Middle,84.32
2/1/95,SA,Tampa,Middle,84.44
3/1/95,SA,Tampa,Middle,84.4
4/1/95,SA,Tampa,Middle,84.18
5/1/95,SA,Tampa,Middle,84.68
6/1/95,SA,Tampa,Middle,84.61
7/1/95,SA,Tampa,Middle,84.93
8/1/95,SA,Tampa,Middle,85.01
9/1/95,SA,Tampa,Middle,85.57
10/1/95,SA,Tampa,Middle,85.93
11/1/95,SA,Tampa,Middle,86.27
12/1/95,SA,Tampa,Middle,86.1
1/1/96,SA,Tampa,Middle,86.31
2/1/96,SA,Tampa,Middle,86.47
3/1/96,SA,Tampa,Middle,87.5
4/1/96,SA,Tampa,Middle,87.31
5/1/96,SA,Tampa,Middle,87.09
6/1/96,SA,Tampa,Middle,87.14
7/1/96,SA,Tampa,Middle,86.82
8/1/96,SA,Tampa,Middle,87.13
9/1/96,SA,Tampa,Middle,87.04
10/1/96,SA,Tampa,Middle,87.4
11/1/96,SA,Tampa,Middle,87.5
12/1/96,SA,Tampa,Middle,87.7
1/1/97,SA,Tampa,Middle,87.87
2/1/97,SA,Tampa,Middle,87.68
3/1/97,SA,Tampa,Middle,87.47
4/1/97,SA,Tampa,Middle,87.65
5/1/97,SA,Tampa,Middle,87.72
6/1/97,SA,Tampa,Middle,88.27
7/1/97,SA,Tampa,Middle,88.43
8/1/97,SA,Tampa,Middle,88.65
9/1/97,SA,Tampa,Middle,88.38
10/1/97,SA,Tampa,Middle,88.76
11/1/97,SA,Tampa,Middle,88.92
12/1/97,SA,Tampa,Middle,89.05
1/1/98,SA,Tampa,Middle,88.92
2/1/98,SA,Tampa,Middle,89.45
3/1/98,SA,Tampa,Middle,89.97
4/1/98,SA,Tampa,Middle,90.47
5/1/98,SA,Tampa,Middle,90.92
6/1/98,SA,Tampa,Middle,90.95
7/1/98,SA,Tampa,Middle,91.43
8/1/98,SA,Tampa,Middle,91.53
9/1/98,SA,Tampa,Middle,92.06
10/1/98,SA,Tampa,Middle,92.34
11/1/98,SA,Tampa,Middle,93.33
12/1/98,SA,Tampa,Middle,92.96
1/1/99,SA,Tampa,Middle,93.44
2/1/99,SA,Tampa,Middle,93.46
3/1/99,SA,Tampa,Middle,94.74
4/1/99,SA,Tampa,Middle,95.29
5/1/99,SA,Tampa,Middle,96.27
6/1/99,SA,Tampa,Middle,96.84
7/1/99,SA,Tampa,Middle,97.71
8/1/99,SA,Tampa,Middle,98.07
9/1/99,SA,Tampa,Middle,98.25
10/1/99,SA,Tampa,Middle,99
11/1/99,SA,Tampa,Middle,99
12/1/99,SA,Tampa,Middle,99.97
1/1/00,SA,Tampa,Middle,100.18
2/1/00,SA,Tampa,Middle,100.94
3/1/00,SA,Tampa,Middle,101.07
4/1/00,SA,Tampa,Middle,102.03
5/1/00,SA,Tampa,Middle,103.48
6/1/00,SA,Tampa,Middle,103.63
7/1/00,SA,Tampa,Middle,103.99
8/1/00,SA,Tampa,Middle,104.47
9/1/00,SA,Tampa,Middle,105.32
10/1/00,SA,Tampa,Middle,105.81
11/1/00,SA,Tampa,Middle,107.56
12/1/00,SA,Tampa,Middle,109.37
1/1/01,SA,Tampa,Middle,111.02
2/1/01,SA,Tampa,Middle,112.01
3/1/01,SA,Tampa,Middle,112.32
4/1/01,SA,Tampa,Middle,113.27
5/1/01,SA,Tampa,Middle,113.53
6/1/01,SA,Tampa,Middle,114.25
7/1/01,SA,Tampa,Middle,115.52
8/1/01,SA,Tampa,Middle,117.68
9/1/01,SA,Tampa,Middle,118.59
10/1/01,SA,Tampa,Middle,118.83
11/1/01,SA,Tampa,Middle,119.34
12/1/01,SA,Tampa,Middle,120.09
1/1/02,SA,Tampa,Middle,120.64
2/1/02,SA,Tampa,Middle,121.2
3/1/02,SA,Tampa,Middle,122.5
4/1/02,SA,Tampa,Middle,123.61
5/1/02,SA,Tampa,Middle,124.77
6/1/02,SA,Tampa,Middle,126.21
7/1/02,SA,Tampa,Middle,127.12
8/1/02,SA,Tampa,Middle,127.95
9/1/02,SA,Tampa,Middle,128.91
10/1/02,SA,Tampa,Middle,130.19
11/1/02,SA,Tampa,Middle,131.9
12/1/02,SA,Tampa,Middle,132.81
1/1/03,SA,Tampa,Middle,134.04
2/1/03,SA,Tampa,Middle,136.33
3/1/03,SA,Tampa,Middle,137.94
